식품명,calories,protein,fat,carbohydrates,당류,나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),carbohydrates_cluster,protein_cluster,fat_cluster,calories_cluster
해장국_우거지,-1.044359044451938,-0.7570360419682225,-0.6736184326071784,-0.8324031012011158,0.42,342.0,3.73,0.2,0.0,0,0,0,0
해초무침,-0.9062919733537196,-0.9182398044862375,-0.8071569642778444,-0.33271489299940094,3.95,862.0,0.0,0.06,0.0,0,0,0,0
해파리냉채,-0.9275330612149839,-0.7799906230909185,-0.7403876984425114,-0.4857294639319835,3.606666667,605.3333333,1.343333333,0.086666667,,0,0,0,0
햄구이,0.5646533610388376,2.1062870990677824,0.731386057622908,-0.8238358791306718,1.65,755.25,51.5175,2.9625,,0,2,1,1
햄버거_돼지고기,0.8460977752005904,0.3573045300009689,0.74482133672392,0.5303829211671977,2.85,408.0,26.87,3.26,,1,1,1,1
햄버거_소고기패티,1.5576742185529466,0.801788690730253,0.622682435805628,1.8381793321066138,6.59,594.0,14.77,4.21,0.33,2,1,1,2
햄버거_치킨,-0.014166283180616305,0.10689091832249895,-0.17203467950272572,0.0976385877484875,2.37,265.0,14.32,1.63,,1,1,0,1
햄볶음_채소,0.6230663526573146,0.5717211850006589,1.0184124747808943,-0.24664419684982328,3.33,803.0,32.49,3.6,0.08,0,1,1,1
햄부침,0.9799166287265558,1.2462728514595374,1.0884387779740485,-0.07737182775565378,0.896,526.0,92.682,2.848,0.1,0,1,1,1
햄샌드위치,0.6814793442757916,-0.22960237237044515,0.8262472706694481,0.4977079346659691,2.895,305.0,13.84,3.585,,1,0,1,1
햄샐러드,0.004419668697990013,-0.436976144541678,0.053108027856659384,0.1970582113101525,5.3375,199.5,8.9675,1.05,,1,0,0,1
햄전,1.0213367500560213,1.2603586171164511,1.3783151028201284,-0.3474584844694674,1.02,515.5,92.19,3.61,,0,1,1,1
햄채소볶음,0.6097906727440243,0.33382825390611226,1.1983637888005114,-0.30003990649817236,5.1325,464.25,19.51,2.94,,0,1,1,1
현미밥,0.06230163311993528,-0.6850421286106625,-0.7687239234555552,1.2489138438381164,0.142,1.2,0.0,0.116,0.0,1,0,0,1
현미죽,-0.640778375087915,-0.8791126776614766,-0.7680725159839908,0.19964830170354247,0.4,1.0,0.0,0.09,0.0,1,0,0,0
호떡,0.24072677115455604,-0.644349916712911,0.12924127609572816,0.5933420414988331,4.76,2.0,0.0,0.86,,1,0,1,1
호박 된장국,-1.1399439398276274,-0.8791126776614766,-0.7680725159839908,-0.8387787083233068,0.49,212.0,0.3,0.07,,0,0,0,0
호박고지볶음,-0.21595661786262774,-0.691302468902624,-0.4798247098168217,0.6044993539626673,9.98,911.0,0.0,0.32,,1,0,0,0
호박나물,-0.8319481658392943,-0.9260652298511897,-0.335700806733237,-0.6718174968109315,1.93,290.5,0.69,0.45,,0,0,0,0
호박볶음_호박,-1.0337385005213058,-0.9354557402891324,-0.6182487975242194,-0.7303933872460608,1.62,234.0,1.31,0.19,,0,0,0,0
호박오가리나물무침,0.8142361434086939,-0.1059606516042006,0.7969339344490581,0.6985395590149837,6.82,1849.0,0.0,1.65,0.13,1,0,1,1
호박잎 된장국,-1.1399439398276274,-0.8634618269315723,-0.7729580720207226,-0.8100884762734476,0.54,183.0,0.06,0.06,,0,0,0,0
호박전,-0.01682141916327435,-0.5375328604813137,0.368226392225853,-0.17730946939599673,1.6525,181.0,46.45,1.3125,0.04,0,0,1,1
호박죽,-0.7703490110416277,-0.8816168137782613,-0.7537415516095781,-0.14335936147032996,3.428,100.2,0.0,0.042,0.0,0,0,0,0
호박찌개,-0.9806357808681448,-0.7742519777711173,-0.6915321380751945,-0.6873580391712719,1.93,341.0,3.09,0.13,0.0,0,0,0,0
혼합잡곡밥,-0.06726900283377721,-0.691302468902624,-0.7778436280574543,1.0035725122673065,0.14,5.75,0.0,0.0825,,1,0,0,1
홍어무침,-0.26905933751578864,0.33069808376013143,-0.6182487975242194,0.02272520406274399,7.23,401.0,28.51,0.18,0.0,0,1,0,0
홍어찌개,-0.7788454461861334,0.13819261978230774,-0.675246951286089,-0.7606775210764677,0.79,84.0,25.46,0.17,,0,1,0,0
홍어찜,-0.8850508854924551,0.05993836613278585,-0.7452732544792431,-0.8929713688619297,0.29,267.0,29.91,0.09,,0,0,0,0
홍어회무침,-0.5558140236428576,0.1694943212421165,-0.6263913909187722,-0.3960724887761734,4.075,610.5,31.345,0.215,,0,1,0,0
홍합 무국,-1.1045421267609221,-0.6547838172516836,-0.7610156017629958,-0.9049256322160377,0.24,151.0,9.383333333,0.09,,0,0,0,0
홍합 미나리죽,-0.640778375087915,-0.7695567225521459,-0.7835434434336414,0.03428099197171503,0.77,85.0,1.88,0.07,,0,0,0,0
홍합국(홍합탕),-1.1399439398276274,-0.6286990659830066,-0.79412881484656,-0.9519457347421959,0.04,110.25,10.5475,0.06,,0,0,0,0
홍합산적,0.761133423755533,2.412261230837413,0.14389794420592317,0.041852025429316826,4.17,900.0,75.89,1.04,0.05,0,2,1,1
화양적,0.3256911225996135,0.4551223470628712,0.5135716843186204,-0.19006068364037862,0.985,523.5,63.965,2.025,0.06,0,1,1,1
황태구이,1.0054059341600732,2.673630438026816,0.42074611962071856,0.06018189590561567,7.1,568.0,105.79,1.2,0.05,1,2,1,1
황태콩나물찜,-0.4496085843365357,0.5247686328109458,-0.5091380460372117,-0.46022703544321975,1.74,244.0,19.43,0.35,,0,1,0,0
황태해장국,-1.001876868729409,-0.42836817664023064,-0.64919065242352,-0.9360067169367187,0.25,256.0,25.05,0.18,0.0,0,0,0,0
회덮밥,0.13452133184823423,-0.1216115023341049,-0.2941735804210177,0.6347834877930741,2.19,149.0,17.73,0.58,0.02,1,0,0,1
회무침,-0.4496085843365357,0.19923093762893473,-0.5645076811201708,-0.32633928587721,4.53,275.0,26.4,0.52,0.03,0,1,0,0
훈제오리,1.7488440093043258,2.3817420719140996,2.4881505824976755,-0.6654418896887406,0.26,688.0,103.22,5.54,0.14,0,2,2,2
훠궈_소고기,-0.33278260109958174,-0.31411696631192876,-0.0010402182171166967,-0.46739959345568455,1.13,390.0,9.65,0.97,0.07,0,0,0,0
흑미밥,-0.05664845890314503,-0.7257343405084138,-0.7896503884795559,1.0422246304455889,0.095,2.0,0.0,0.075,,1,0,0,1
흑임자 죽,-0.4336777684405875,-0.8086838493769068,-0.17366319818163622,-0.21476616123886855,0.45,144.5,0.0,0.405,0.09,0,0,0,0
