,url,title,calories,carbohydrates,protein,fat,ingredients
140,https://www.10000recipe.com/recipe/7027008,고추장 대신 된장소스 곁들인 감칠맛 가득 부추비빔밥,482.5,45.9,31.6,17.9,"부추, 참치, 달걀, 밥, 된장, 식초, 마늘, 청양고추, 들기름, 매실청"
141,https://www.10000recipe.com/recipe/6989041,대파 싫어하는 아이들도 잘 먹는 대파 냉파스타 만들어 보세요.,380,47,6,19,"파, 푸실리, 간장, 올리브유, 참기름, 올리고당, 식초, 마늘"
142,https://www.10000recipe.com/recipe/7027794,입맛 없는 여름에 딱 좋은 한 끼! 오이고추 비빔밥,315,13,29,17,"오이고추, 참치, 김가루, 통깨, 된장, 들기름, 마늘, 매실청, 식초"
143,https://www.10000recipe.com/recipe/6996297,고구마떡 고구마씨를 말릴 수 있는 위험한 레시피,1165,144,16,61,"고구마, 설탕, 감자전분, 모짜렐라 치즈, 식용유"
144,https://www.10000recipe.com/recipe/7023517,알배추샐러드 젓갈 없이 가볍게 드세요 정말 맛있어요~ ‼️,215.5,19.9,5.6,13.1,"알배추, 오이, 고추, 진간장, 식초, 설탕, 고춧가루, 올리브유"
145,https://www.10000recipe.com/recipe/7032267,계란 참치전 만드는법 간단한 밥반찬 야채 참치전 레시피,570,29,47,28,"참치, 계란, 양파, 파, 당근, 팽이버섯, 소금, 후추, 전분가루"
146,https://www.10000recipe.com/recipe/6910706,재료도 방법도 초간단! 떠먹는 치즈감자,1025,68,58,63,"감자, 베이컨, 모짜렐라 치즈, 우유, 후추"
147,https://www.10000recipe.com/recipe/6891606,백종원의 부추 달걀 볶음,1234,116,45,60,"부추, 달걀, 식용유, 밥, 굴소스, 참기름"
148,https://www.10000recipe.com/recipe/6924130,쉽고간단한 시금치양파계란볶음!,460,15,25,35,"시금치, 양파, 계란, 소금, 올리브유, 통깨"
149,https://www.10000recipe.com/recipe/6895591,쫄깃하고 맛있는 두부볶음 레시피!다이어트 요리로도 좋아요,380,18,24,24,"두부, 마늘, 고추장, 간장, 굴소스, 올리고당, 참기름, 깨"
150,https://www.10000recipe.com/recipe/7030846,칼라 방울 토마토 바질 매실청 마리네이드,1030,94,7,72,"방울토마토, 바질, 레몬, 매실청, 올리브유, 레몬즙"
151,https://www.10000recipe.com/recipe/6918383,달콤한 양파속에 꼭꼭 숨은 닭가슴살,380,18,53,10,"닭가슴살, 달걀, 양파, 소금"
152,https://www.10000recipe.com/recipe/6988775,오이무침 (5분이면 완성하는 반찬레시피),109,17.6,4.6,2.9,"오이, 쪽파, 고춧가루, 멸치액젓, 매실청, 마늘, 통깨"
153,https://www.10000recipe.com/recipe/7040553,[매콤감자조림] 간단하고 매콤한 감자 요리 레시피 | 신혼밥상,1024,148,27,35,"감자, 양파, 파, 고춧가루, 마늘, 올리고당, 간장, 맛술, 들기름, 고추장, 참치액젓"
154,https://www.10000recipe.com/recipe/6869489,매콤버섯덮밥~한그릇,345,63.5,10.7,5.9,"느타리버섯, 양파, 파, 밥, 참깨, 간장, 고추가루, 참기름, 설탕"
155,https://www.10000recipe.com/recipe/6869017,【반전의맛】스팸 양배추 덮밥 만들기~,420,38,18,22,"양배추, 양파, 파, 스팸, 땡초, 마늘, 간장, 굴소스, 참기름, 설탕, 후추"
156,https://www.10000recipe.com/recipe/6959420,톡 쏘는 맛이 매력인 새콤달콤 닭고기 냉채 : 더워서 입맛 없을 때 무조건 이 메뉴!,273,15,27,11,"닭고기, 양배추채, 파프리카, 연겨자, 간장, 식초, 매실청, 꿀, 마늘, 통깨"
157,https://www.10000recipe.com/recipe/6881099,완전맛있는 차돌박이찜! 미소된장마요소스도 함께~,320,15,25,18,"차돌박이, 깻잎, 팽이버섯, 숙주나물, 미소된장, 마요네즈, 올리고당, 마늘, 고춧가루, 청양고추"
158,https://www.10000recipe.com/recipe/7035279,감칠맛 가득 밥반찬 애호박 새우마요 볶음,1050,23,68,78,"새우, 애호박, 올리브유, 참기름, 맛술, 간장, 마요네즈, 와사비, 후추, 쪽파"
159,https://www.10000recipe.com/recipe/6834258,초간단 연두부반찬,250,10,20,15,"연두부, 파, 청양고추, 마늘, 간장, 고춧가루, 깨소금, 참기름"
160,https://www.10000recipe.com/recipe/6988709,차가워도 맛있는 추억의 급식달걀찜,1045,31,86,64,"달걀, 당근, 양파, 쪽파, 참치액, 맛술, 소금, 통깨"
161,https://www.10000recipe.com/recipe/6939980,쫄깃 매콤한 백종원 느타리 두루치기,420,63,15,12,"느타리버섯, 양파, 애호박, 고추, 파, 고추장, 고춧가루, 간장, 설탕, 마늘, 참기름"
162,https://www.10000recipe.com/recipe/6984643,콜레스테롤 수치를 낮춰주는 초간단 양파 간장 볶음 만드는 법,155,12,3,11,"양파, 파, 간장, 식용유, 통깨"
163,https://www.10000recipe.com/recipe/6892209,볶아 먹는 시금치도 맛있다♪ 시금치달걀볶음,540,10,30,42,"시금치, 달걀, 기름, 파, 소금"
164,https://www.10000recipe.com/recipe/6868389,치킨너겟으로 간편하게 간장치킨 만들기,2500,150,100,120,"치킨너겟, 진간장, 설탕, 올리고당, 마늘, 매실액, 맛술"
165,https://www.10000recipe.com/recipe/6881815,칠리새우ㅣ쉬림프 박스 만들기,380,15,20,25,"칵테일 새우, 마늘, 버터, 식용유, 케찹, 고추가루, 설탕, 간장, 식초"
166,https://www.10000recipe.com/recipe/7020587,휘리릭 볶아 완성하는 감자볶음 만들기,1025,68,27,73,"감자, 스팸, 당근, 양파, 마늘, 식용유, 참기름, 깨소금"
167,https://www.10000recipe.com/recipe/7039682,[가지양념구이] 간단하지만 맛있는 황금레시피 | 신혼밥상,315,68,7,1,"가지, 밀가루, 진간장, 식초, 마늘, 꿀, 청양고추"
168,https://www.10000recipe.com/recipe/6887226,저칼로리 된장 참치 양배추롤 만들기 w. 한길식품,315,23,33,9,"양배추, 참치, 양파, 애호박, 버섯, 쪽파, 된장, 고추장, 마늘"
169,https://www.10000recipe.com/recipe/6922700,새우 부추전ㅣ집들이용으로도 손색 없는!,1020,155,70,15,"칵테일 새우, 부추, 부침가루, 청양고추, 소금"
170,https://www.10000recipe.com/recipe/1802633,베이컨떡꼬치,1200,240,40,20,"떡볶이떡, 베이컨, 소금, 후추"
171,https://www.10000recipe.com/recipe/7042698,가지볶음 황금레시피 굴소스 없이 간장가지볶음 만들기,420,38,6,28,"가지, 파, 양파, 식용유, 참기름, 통깨, 진간장, 맛술, 마늘, 올리고당"
172,https://www.10000recipe.com/recipe/6969794,♥[신혼밥상] 소시지양배추덮밥,1660,132,64,96,"양배추, 후랑크 소세지, 파, 달걀, 후추, 올리브유, 참기름, 통깨, 밥, 굴소스, 진간장, 설탕, 맛술"
173,https://www.10000recipe.com/recipe/6948513,"달콤 짭짤 고소, 입맛을 사로 잡는 '베이컨 덮밥'",605,47,21,35,"베이컨, 밥, 양파, 계란 노른자, 간장, 설탕, 맛술, 굴소스, 마늘, 후추"
174,https://www.10000recipe.com/recipe/7038405,순살 생선으로 만드는 덮밥 /생선간장조림 덮밥 전분 소스,1040,47,88,52,"대구, 소금, 감자전분, 마늘, 설탕, 진간장, 맛술, 꿀, 식용유"
175,https://www.10000recipe.com/recipe/6952286,손님 초대용으로도 좋은 유산슬느낌 청경채부추새우덮밥,620,31,38,39,"청경채, 부추, 새우, 버섯, 양파, 마늘, 청양고추, 식용유, 굴소스, 간장, 참기름, 소금, 후추, 전분가루"
176,https://www.10000recipe.com/recipe/7035901,백종원 오삼불고기 만드는 법 오징어삼겹살볶음 밥반찬 술안주 손님초대요리 feat. 오징어 삼겹살,2150,58.5,157.5,144.5,"오징어, 삼겹살, 양파, 마늘, 파, 청양고추, 맛술, 진간장, 고춧가루, 황설탕, 마늘, 고추장, 참기름, 통깨"
177,https://www.10000recipe.com/recipe/6930302,고소하고 상큼한 일본식 오이토마토무침,94,14,2,4,"오이, 토마토, 꽃소금, 설탕, 깨소금, 식초, 진간장, 참기름"
178,https://www.10000recipe.com/recipe/6965981,계란 당면만두 아이들 반찬으로 좋아요,620,45,27,37,"계란, 당면, 당근, 양파, 쪽파, 청양고추, 간장, 설탕, 참기름"
179,https://www.10000recipe.com/recipe/6955413,메추리알은 곤약 하고 졸여야~ 맛있어용~ 쫀득쫀득 곤약이 일품~,1230,214,68,10,"메추리알, 곤약, 당근, 건표고, 파, 간장, 맛술, 설탕, 소금"
180,https://www.10000recipe.com/recipe/6886357,초간단 아이반찬 오징어간장조림 아이밑반찬으로 좋아요,0,0,0,0,"간장, 맛술, 마늘, 생강가루, 설탕, 올리고당, 참기름, 통깨, 후추"
181,https://www.10000recipe.com/recipe/6956954,"[다이어트요리] 에어프라이어에 맛있게 구운 ""닭가슴살꼬치""♪",540,19,75,18,"닭가슴살, 양파, 파프리카, 허브솔트, 식용유"
182,https://www.10000recipe.com/recipe/6894323,고기처럼 쫄깃한 밥도둑 반찬 '새송이버섯 간장버터구이'레시피,315,23,8,21,"새송이버섯, 청양고추, 파, 버터, 간장, 올리고당, 마늘, 참기름"
183,https://www.10000recipe.com/recipe/6885805,초간단 머그컵 퐁당 오 쇼콜라*.*,1045,123,21,54,"초콜렛, 설탕, 식용유, 계란, 밀가루, 핫초코가루"
184,https://www.10000recipe.com/recipe/6980995,무기징역 고추장삼겹살 레시피,4560,92,276,348,"고춧가루, 고추장, 맛술, 설탕, 마늘, 진간장, 깨, 양파, 파, 청양고추, 삼겹살"
185,https://www.10000recipe.com/recipe/7004853,순두부장 만들기,1020,97,64,42,"순두부, 진간장, 생수, 매실청, 설탕, 파, 마늘, 고추가루, 참기름, 통깨"
186,https://www.10000recipe.com/recipe/6847470,담백한 새우연두부달걀탕,620,15,70,30,"연두부, 새우, 달걀, 송송 썬 쪽파, 다시마, 간장"
187,https://www.10000recipe.com/recipe/7023485,고추장 냉이무침 입안에 봄이 가득 맛있는 냉이요리 냉이손질법 냉이나물,82.5,8.6,3.1,4.1,"냉이, 파, 소금, 고추장, 간장, 매실액, 식초, 마늘, 참기름, 통깨"
188,https://www.10000recipe.com/recipe/7020548,표고버섯꽈리고추볶음 장담합니다 앉은자리에서 뚝딱 사라지는 밑반찬,315,38,20,8,"표고버섯, 꽈리고추, 고추, 양파, 진간장, 참치액, 맛술, 마늘, 후추"
189,https://www.10000recipe.com/recipe/6916408,♥[신혼밥상] 10분 반찬! 메추리알조림,1230,64,74,77,"메추리알, 스팸, 청양고추, 올리고당, 마늘, 참기름, 통깨, 간장, 설탕, 맛술"
190,https://www.10000recipe.com/recipe/7004080,부추무침 부추겉절이 밑반찬,235.5,23.6,5.9,13.4,"부추, 액젓, 올리고당, 고춧가루, 양파, 국간장, 매실액, 깨, 들기름, 마늘"
191,https://www.10000recipe.com/recipe/6994439,두부조림보다 부드러운 매콤 순두부 요리,540,38,33,28,"순두부, 표고버섯, 양파, 파, 청양고추, 참기름, 통깨, 고추장, 고춧가루, 간장, 맛술, 설탕, 마늘"
192,https://www.10000recipe.com/recipe/6912739,아이반찬-얼갈이들깨무침,180,10,10,12,"얼갈이, 소금, 파, 들깨가루, 마늘, 소금, 들기름"
193,https://www.10000recipe.com/recipe/6932918,치킨너겟으로 만든 순살간장치킨 내 최애반찬♥,1200,144,72,36,"치킨 너겟, 설탕, 맛술, 매실액, 올리고당, 간장, 마늘"
194,https://www.10000recipe.com/recipe/6922190,치킨 스테이크 만들기ㅣ굽네가 부럽지 않은ㅣ,1040,16,104,60,"닭다리살, 쯔유, 소금, 올리고당, 마늘, 통후추, 올리브유"
195,https://www.10000recipe.com/recipe/7013057,몽글몽글 부드러운 순두부 계란국 끓이는법,1035,58,74,57,"순두부, 계란, 파, 양파, 국간장, 멸치 액젓, 마늘, 참기름, 후추"
196,https://www.10000recipe.com/recipe/6899265,해물찜처럼 맛있는 백종원 소시지콩나물찜,1430,116,64,82,"콩나물, 비엔나소세지, 파, 양파, 믈, 고추장, 고추가루, 간장, 설탕, 간마늘, 참기름"
197,https://www.10000recipe.com/recipe/6886034,쫀득쫀득 일본식 감자떡 '이모모찌' 만들기,780,120,15,25,"감자, 감자 전분, 소금, 간장, 올리고당, 맛술, 버터, 치즈"
198,https://www.10000recipe.com/recipe/6980900,오징어 간장조림 간단하지만 맛있다,345,15,30,18,"오징어, 꽈리고추, 식용유, 통깨, 식초, 진간장, 국간장, 설탕, 올리고당, 마늘, 참기름, 후추"
199,https://www.10000recipe.com/recipe/7033699,맑은 콩나물국 끓이는법/ 간단 콩나물국 레시피,215.4,29.1,17.1,2.7,"콩나물, 파, 고추, 마늘, 까나리액젓, 참치액, 코인 육수"
200,https://www.10000recipe.com/recipe/7043561,시금치 계란죽/든든한 한끼,450,45,20,20,"밥, 시금치, 쪽파, 계란, 참기름, 깨, 소금"
201,https://www.10000recipe.com/recipe/6952146,"쉽고 맛있는 ""돼지고기 짜글이"" 만들기",2480,156,160,140,"돼지고기 앞다리살, 감자, 양파, 당근, 애호박, 청양고추, 고추장, 마늘, 설탕, 진간장, 소금, 고춧가루, 식용유"
202,https://www.10000recipe.com/recipe/6898497,팽이버섯 베이컨 볶음,315,6,12,27,"팽이버섯, 베이컨, 파, 식용유, 버터, 굴소스"
203,https://www.10000recipe.com/recipe/6969724,일본가정식 이모모찌 (감자떡),1160,229,16,21,"감자, 전분, 우유, 식용유, 간장, 설탕, 맛술"
204,https://www.10000recipe.com/recipe/6871953,【스팸감자볶음만들기】,1165,92,27,78,"감자, 스팸, 양파, 진간장, 식용유, 참기름"
205,https://www.10000recipe.com/recipe/6930961,양배추 참치덮밥 /Cabbage tuna bowl of rice,715.6,97.6,31.9,22.6,"참치캔, 양배추, 양파, 파, 식용유, 쌀밥, 고춧가루, 고추장, 올리고당, 굴소스"
206,https://www.10000recipe.com/recipe/7041117,눈사람 함박스테이크 감자샐러드로 홈파티 음식 다진 돼지고기로 간단하게,2150,85,160,135,"돼지고기 다짐육, 소고기 다짐육, 양파, 빵가루, 간장, 케첩, 달걀, 소금, 후추, 양송이버섯, 양파, 버터, 간장, 설탕, 케첩, 감자, 마요네즈, 파마산치즈가루, 체다치즈, 김, 당근, 검은깨"
207,https://www.10000recipe.com/recipe/6863696,초간단 깻잎두부구이,45,1,2,4,"간장, 맛술, 참기름, 통깨, 깻잎"
208,https://www.10000recipe.com/recipe/7020260,아이들이 밥 두그릇씩 먹는 돼지고기 콩나물무침 만들어 봤어요.,540,18,38,35,"콩나물, 파, 돼지고기 다짐육, 굴소스, 스테비아, 참기름, 마늘"
209,https://www.10000recipe.com/recipe/6853446,오븐없이 만드는 갈릭버터치즈피자,1050,84,42,63,"또띠아, 버터, 마늘, 꿀, 모짜렐라 치즈"
210,https://www.10000recipe.com/recipe/6901939,<찌망 요리레시피> 간단한 청경채 된장무침!,52,6,2,2,"청경채, 된장, 참기름, 마늘, 깨, 소금"
211,https://www.10000recipe.com/recipe/7028555,훈제오리의 감칠맛 가득담은 오일파스타,650,45,35,35,"파스타, 훈제오리, 시금치, 페페론치노, 올리브유, 소금, 마늘, 진간장, 참치액젓, 설탕, 파마산치즈"
212,https://www.10000recipe.com/recipe/6884169,촉촉한 양배추에 닭가슴살+상큼 야채를 돌돌~담백하게 시작하는 일주일!닭가슴살 양배추말이,605,31,68,23,"양배추, 닭가슴살, 깻잎, 파프리카, 당근, 새송이버섯, 된장, 마요네즈, 참깨, 맛술, 설탕"
213,https://www.10000recipe.com/recipe/6919305,든든한 혼밥 돈까스김치나베,1025,58,63,60,"돈까스, 김치, , 고춧가루, 마늘, 국간장, 설탕, 맛술, 달걀"
214,https://www.10000recipe.com/recipe/6939082,면두부 새우오일파스타 다이어트에도 좋아요,350,10,25,20,"마늘, 새우, 올리브유, 소금, 후추"
215,https://www.10000recipe.com/recipe/7021091,다이어트 반찬 양배추크래미볶음,320,25,20,15,"양배추, 크래미, 당근, 간장, 마늘, 후추"
216,https://www.10000recipe.com/recipe/6980888,부추나물 [향긋한 부추로 만든 초간단 나물요리! 부추를 맛있게 많이 먹을 수 있는 영양 듬뿍 채소 반찬!],30,1,1,3,"부추, 마늘, 소금, 참기름, 깨"
217,https://www.10000recipe.com/recipe/6892728,간단한 한끼식사ㅡ 삼색소보로덮밥,1135,47,58,80,"김치, 계란, 스팸, 양파, 식용유, 올리고당, 참기름, 소금, 깨소금"
218,https://www.10000recipe.com/recipe/6918977,간단한 술안주로 최고인 버터갈릭새우 만들기,380,8,38,22,"새우, 버터, 올리고당, 마늘, 파슬리, 후추, 올리브유, 소금"
219,https://www.10000recipe.com/recipe/6925564,돌나물사과무침 l 아삭한 사과와 돌나물로 만든 간단 반찬 레시피 ★,150,20,5,7,"돌나물, 사과, 고추장, 고춧가루, 식초, 매실액, 참기름, 통깨"
220,https://www.10000recipe.com/recipe/6878340,단짠단짠의 대패덮밥,2360,32,160,180,"대패 삼겹살, 파, 설탕, 진간장"
221,https://www.10000recipe.com/recipe/6881806,모닝빵콘치즈 간단간식,1740,186,70,86,"모닝빵, 옥수수 콘, 마요네즈, 허니 머스터드, 후추, 모짜렐라 치즈"
222,https://www.10000recipe.com/recipe/6932924,최애반찬 소시지 감자조림,2150,123,70,160,"감자, 비엔나소세지, 청양고추, 식용유, 식초, 간장, 굴소스, 마늘, 맛술, 황설탕, 올리고당, 참기름, 후추, 깨소금"
223,https://www.10000recipe.com/recipe/7042375,김치콩나물죽..,540,92,27,6,"밥, 김치, 콩나물, 마늘, 새우젓, 고추가루, 파, 코인 육수, 사골곰탕"
224,https://www.10000recipe.com/recipe/6854230,떠먹는 떡꼬치 - 때론 떡피자 또는 떡꼬치 새콤 달콤,3150,540,105,75,"떡볶이떡, 양파, 파프리카, 체다치즈, 모짜렐라 치즈, 마요네즈, 고추장, 케찹, 간장, 설탕"
225,https://www.10000recipe.com/recipe/6920393,호두마늘볶음 만드는법- 딸에게# /수미네반찬,482,53,11,25,"마늘, 호두, 매실청, 꿀, 간장"
226,https://www.10000recipe.com/recipe/6875055,카레두부구이. 아이반찬으로 좋아요.,420,26,31,22,"두부, 카레가루, 부침가루, 계란"
227,https://www.10000recipe.com/recipe/6876875,영화속요리 10탄 줄리앤줄리아 속 크림소스 치킨스테이크,650,20,60,35,"닭가슴살, 올리브유, 파슬리, 양파, 버터, 우유, 전분가루, 소금, 후추"
228,https://www.10000recipe.com/recipe/6867650,다른 반찬이 필요없는 매운 어묵 비빔밥~*,520,23,18,38,"어묵, 땡초, 마늘, 고추장, 굴소스, 올리고당, 고춧가루, 후추, 통깨, 올리브유, 맛술, 참기름"
229,https://www.10000recipe.com/recipe/6831048,딸기잼 롤,620,78,15,28,"식빵, 딸기잼, 달걀, 슈가파우더, 버터"
230,https://www.10000recipe.com/recipe/7011422,시원하고 뜨끈한 황태뭇국 끓이기,1075,68,78,55,"황태포, 무, 계란, 파, 간장, 국간장, 참기름, 멸치액젓, 마늘"
231,https://www.10000recipe.com/recipe/7031635,라면보다 쉽게 육수없이 끓이는 [만둣국],1020,92,64,44,"냉동만두, 달걀, 양파, 파, 청양고추, 김가루, 간장, 참치액젓, 소금, 후추"
232,https://www.10000recipe.com/recipe/6989529,오징어무국 레시피,1025,33,94,59,"오징어, 무, 애호박, 청양고추, 들기름, 국간장, 고춧가루, 마늘, 액젓"
233,https://www.10000recipe.com/recipe/6854893,자꾸 손이가는 황태강정이 치킨강정같아요~ 황태강정,320,47,3,13,"황태채, 전분, 튀김기름, 고추장, 케첩, 핫소스, 청주, 매실청, 마늘"
234,https://www.10000recipe.com/recipe/6847506,건강 가지를 스테이크로 즐겨요.,420,38,8,28,"가지, 고추장, 마늘, 설탕, 올리고당, 참기름, 참깨"
235,https://www.10000recipe.com/recipe/7004934,스팸양배추볶음 스팸양배추덮밥레시피 다이어트레시피 식단관리,1025,33,47,80,"양배추, 스팸, 파, 식용유, 진간장, 올리고당, 참기름, 통깨"
236,https://www.10000recipe.com/recipe/6953539,"빵 대신 에그번 ♥ 햄버거로 다이어트 가능한 "" 달걀버거 "" 만들기",1020,18,72,75,"달걀, 슬라이스햄, 슬라이스치즈, 샐러드채소, 방울토마토, 소금, 식초, 스리라차소스"
237,https://www.10000recipe.com/recipe/6943349,★쫀득쫀득 새우어묵★ 새우와 야채만 들어간 새우어묵입니다~,540,68,40,6,"새우살, 당근, 매운고추, 전분, 소금, 후추"
238,https://www.10000recipe.com/recipe/7043912,브로콜리 두부 무침 맛있게 만드는 법,420,18,33,25,"브로콜리, 두부, 소금, 마늘, 국간장, 참치액, 참기름, 깨"
239,https://www.10000recipe.com/recipe/6890777,"매콤한 두부덮밥, 눈 깜짝할 새 완성되는 초간단 덮밥요리",540,38,24,33,"두부, 파, 통깨, 들기름, 고추장, 마늘, 올리고당, 맛술, 후추"
240,https://www.10000recipe.com/recipe/6909570,기름 없이 볶아 다이어트에 좋은 중국식 청경채 돼지볶음,624,47,41,30,"돼지 앞다리살, 청경채, 파프리카, 간장, 굴 소스, 올리고당, 마늘, 밀가루"
241,https://www.10000recipe.com/recipe/6954484,간단한 반찬 새우숙주볶음 맵지 않아서 아이들도 잘 먹어요.,1230,58,94,70,"숙주, 새우, 계란, 양파, 파, 식용유, 굴소스, 간장, 마늘, 참기름, 참깨, 맛술, 소금, 후추"
242,https://www.10000recipe.com/recipe/6868435,[간단 자취요리] 비주얼 끝장판!! 참치 스테이크 만들기,420,63,18,9,"참치캔, 부침가루, 양파, 당근, 소금"
243,https://www.10000recipe.com/recipe/6874866,특제소스로 만든 가지탕수 아이도 잘 먹어요!,632,123,14,11,"가지, 양파, 파프리카, 케첩, 굴소스, 설탕, 올리고당, 식초, 참기름, 통깨, 튀김가루"
244,https://www.10000recipe.com/recipe/6854799,닭가슴살 갈비구이,540,27,64,18,"닭가슴살, 파, 간장, 설탕, 참기름, 마늘, 꿀"
245,https://www.10000recipe.com/recipe/6933349,우리집 최애 반찬 마늘아몬드조림 레시피,315,19,8,24,"마늘, 아몬드, 통깨, 식용유, 간장"
246,https://www.10000recipe.com/recipe/6956266,500원 이면 밥한끼~ 뚝딱하는 팽이버섯조림~ 너무 맛있어용^^~,235,20,6,15,"팽이버섯, 청양고추, 식용유, 마늘, 고추가루, 설탕, 맛술, 진간장, 굴소스, 고추장, 된장"
247,https://www.10000recipe.com/recipe/7006126,두부면 명란 파스타,1120,33,85,75,"두부면, 명란, 냉동 새우, 마늘, 베이컨, 페페론치노, 파슬리, 후추, 치즈가루루, 쪽파, 올리브유"
248,https://www.10000recipe.com/recipe/7042253,들기름 두부구이 두부부침 양념장 레시피,540,19.5,38.5,35.5,"두부, 들기름, 소금, 후, 진간장, 맛술, 참기름, 통깨, 파, 마늘, 설탕"
249,https://www.10000recipe.com/recipe/6852019,가지등심카나페,1120,33,85,75,"가지, 소고기등심, 새싹채소, 소금, 후추, 올리브유, 간장, 올리고당, 레몬즙, 마늘, 청양고추"
250,https://www.10000recipe.com/recipe/6850385,항정살 된장구이 쌈 아니고 샐러드로 품격있게!,1040,68,68,56,"항정살, 양상추, 된장, 간장, 맛술, 올리고당, 설탕, 마늘, 참기름, 후추"
251,https://www.10000recipe.com/recipe/6892442,초간단 밑반찬 파프리카버섯볶음 굴소스가 포인트,315,23,6,23,"파프리카카, 느타리버섯, 파, 올리브유, 굴소스, 깨"
252,https://www.10000recipe.com/recipe/6910228,배추나물 무침 만드는법 다이어트 반찬,123,7,6,8,"속배추, 소금, 국간장, 참기름, 참깨"
253,https://www.10000recipe.com/recipe/7010976,새송이버섯소고기볶음 끼니마다 가족들이 이것만 찾아요~ ‼️,540,27,45,27,"새송이버섯, 국거리소고기, 양파, 파, 청양고추, 진간장, 참기름, 참치액젓, 설탕엿, 후추, 마늘"
254,https://www.10000recipe.com/recipe/7013219,초간단 오이만 있으면 완성~ 깨소금오이샐러드,82,5,2,7,"오이, 깨소금, 소금, 참기름, 고춧가루, 후추"
255,https://www.10000recipe.com/recipe/6977567,"삼치조림 [전분 묻혀 구운 삼치에 간장양념으로 감칠맛 더한 조림요리! 밥반찬, 술안주 다 잘 어울려요!]",1024,47,94,50,"삼치, 파, 고추, 청고추, 마늘, 전분가루, 진간장, 굴소스, 맛술, 설탕, 참기름, 깨"
256,https://www.10000recipe.com/recipe/6883649,비엔나 소세지강정 간단하게 만들어 먹기 좋아요 ♪,1020,17,44,86,"비엔나 소세지, 견과류, 식용유, 설탕, 진간장, 케찹, 마늘, 올리고당"
257,https://www.10000recipe.com/recipe/6842456,갈릭 닭가슴살버섯볶음,825,38,108,27,"닭가슴살, 새송이버섯, 올리브유, 간장엿, 마늘, 설탕, 바질"
258,https://www.10000recipe.com/recipe/6900601,톡톡 터지는 고소함!콘치즈파이 초간단 레시피,1050,126,33,48,"식빵, 설탕, 캔옥수수, 마요네즈, 모짜렐라 치즈"
259,https://www.10000recipe.com/recipe/6892715,저녁반찬 없을때 후다닥 참치감자조림,715,84,41,25,"참치, 감자 , 양파, 파, 청양고추매콤하게 먹고싶으면, 고추장, 고춧가루, 간장, 마늘, 설탕, 후추"
260,https://www.10000recipe.com/recipe/6913489,에어프라이어 콘치즈 토스트 만들기!중독성 강하네요!,210,33,4,7,"식빵, 캔옥수수, 설탕, 마요네즈, 파슬리"
261,https://www.10000recipe.com/recipe/6904344,돼지목살꼬치 아이간식과 남편 술안주로 딱이야~,1020,13.5,78,72,"돼지고기 목살, 후추, 돈가스 소스, 굴소스, 설탕, 맛술"
262,https://www.10000recipe.com/recipe/6886281,"[얌무진 레시피] 쫀득쫀득, 바삭, 달콤! 떡 맛탕 만들기",1040,256,2,0,"가래떡, 설탕, 올리고당, 간장"
263,https://www.10000recipe.com/recipe/6929388,♥[신혼밥상] 5분 반찬 상추겉절이,110,8,4,7,"상추, 고춧가루, 마늘, 간장, 설탕, 식초, 참기름, 통깨"
264,https://www.10000recipe.com/recipe/6867358,고구마 닭볶음 단짠의 케미 맥주안주!,615,92,38,10,"닭다리살, 고구마, 브로콜리, 미니파프리카, 간장, 올리고당, 맛술, 마늘, 후추"
265,https://www.10000recipe.com/recipe/6831990,부추베이컨말이,238,3,16,18,"부추, 베이컨"
266,https://www.10000recipe.com/recipe/7003388,마지막 묵은지 털어 끓인 김치 콩나물국..,320,38,25,8,"묵은지, 콩나물, 청양고추, 파, 코인 육수, 국간장, 참치액, 소금, 고춧가루, 다시다"
267,https://www.10000recipe.com/recipe/7034909,떡없는 매콤한 넙적당면볶이,1340,268,48,10,"넙적당면, 매실청, 케찹, 굴소스, 간장, 설탕, 고추장, 불닭소스, 어묵, 파"
268,https://www.10000recipe.com/recipe/6912539,에어프라이어 소시지 피자,1120,18,64,88,"후랑크 소세지, 모짜렐라 치즈, 양파, 소금, 후추, 케첩, 머스타드소스, 파슬리"
269,https://www.10000recipe.com/recipe/6886567,딱 10분이면 완성! 초간단 애호박덮밥,540,85,10,18,"밥, 애호박, 양파, 기름, 고추기름, 파, 참기름, 고춧가루, 고추장, 간장, 굴소스, 마늘, 후추"
270,https://www.10000recipe.com/recipe/7003814,빨주노 삼색 파프리카 애호박 구이 파프리카 양념장 만들기,187,17,4,12,"애호박, 파프리카, 간장, 들기름, 마늘, 설탕, 통깨"
271,https://www.10000recipe.com/recipe/7044546,소고기 야채찜 만들기 소고기알배추찜 참소스 레시피,1050,38,94,60,"소고기, 숙주, 알배추, 팽이버섯, 느타리버섯, 간장, 설탕, 식초, 참기름, 통깨"
272,https://www.10000recipe.com/recipe/6897704,"카라멜 입힌 식빵팝콘 레시피, 홈극장 별미",1160,158,20,48,"식빵, 설탕, 우유, 버터"
273,https://www.10000recipe.com/recipe/6887603,【우리집 인기반찬】 맛보장 통오징어 양념구이 진짜 맛있어요 ! (밥안먹는 4살 아이 반찬 & 술안주),320,16,25,15,"오징어, 맛술, 진간장, 올리고당, 고추장, 올리브유, 마늘, 참기름"
