url,title,ingredients,칼로리,탄수화물,단백질,지방
https://www.10000recipe.com/recipe/7043734,"간장 멸치볶음 만드는 법, 간단한 밑반찬 만들기","멸치 180g, 카놀라유 1T, 다진마늘 1T, 진간장 2T, 맛술 1T, 올리고당 1T, 깨 2T",1020,38,78,63
https://www.10000recipe.com/recipe/6978378,♥[신혼밥상]오독오독 매운팽이버섯,"팽이버섯 1봉지, 쪽파 약간, 청양고추 1~2개, 다진마늘 약간, 식용유 약간, 고추장 1스푼, 고춧가루 1/2스푼, 설탕 1스푼, 미림 2큰술, 간장 1스푼, 올리고당 1스푼, 물 2스푼",215,23,6,12
https://www.10000recipe.com/recipe/7016910,소고기무국,"소고기국거리 200g, 무 1/4개, 대파 넉넉히, 국간장 1스푼, 다진마늘 1스푼, 소금 약간, 참기름 2스푼, 쌀뜨물 5컵",1120,191,64,16
https://www.10000recipe.com/recipe/7006926,알배추무침 불 쓰지 말고 7분만에 뚝딱‼️ 만들어 보세요,"알배추 300g, 대파 흰부분 1토막, 된장 1큰술, 국간장 1/2큰술, 참기름 1큰술, 다진마늘 1작은술, 갈은 통깨 1큰술",255,17,12,16
https://www.10000recipe.com/recipe/6951564,간단하게 맛난 반찬 만들기 '베이컨 버섯볶음',"베이컨 5~6줄, 양파 1/2개, 미니새송이버섯 7개, 다진마늘 1t, 굴소스 1t",315,12,18,22
https://www.10000recipe.com/recipe/7042695,초간단 시원한 된장 배춧국 레시피,"알배추 7장, 육수코인/ 다시팩 육수 가능 코인/ 다시팩 육수 가능, 된장 2스푼, 다진마늘 1스푼, 고춧가루 1스푼, 청양고추홍/청고추 1개씩 홍/청고추 1개씩, 대파 1/2개, 고운소금마지막 간 보며 넣기 마지막 간 보며 넣기",210,31,14,3
https://www.10000recipe.com/recipe/6830616,배추 된장 들깨무침,"배추 10장, 된장 1ts, 들깨 1Ts, 참기름 1ts",105,6,6,7
https://www.10000recipe.com/recipe/6975337,순두부찜 (다이어트음식에 아주 좋은 순두부요리),"순두부 1개, 대파 1/2대, 홍고추 1개, 다진 마늘 0.5T, 진간장 2T, 참치액 1T, 맛술 1T, 참기름 1T, 통깨 1T, 고춧가루 1T",540,19,38,34
https://www.10000recipe.com/recipe/6897383,스팸 돈부리덮밥!반찬이 필요없는 초간단 한그릇 요리,"스팸(小) 1캔, 양파 1개, 계란 2개, 대파 약간, 간장 4T, 설탕 2T, 물 2/3종이컵",1690,74,108,108
https://www.10000recipe.com/recipe/7010409,대패 우유 카레우동 레시피,"우동면 1개, 양파 1/2개, 우유 300ml, 고체카레또는 카레가루 1개 / 또는 카레가루 1개 /, 대패삼겹살 100g",1050,70,55,60
https://www.10000recipe.com/recipe/6913952,목우촌 집반찬 간편요리 마늘쫑 소시지 볶음,"프랑크소시지 1개, 마늘쫑 1단, 간장 2, 올리고당 1, 참기름 1, 통깨",380,10,15,30
https://www.10000recipe.com/recipe/6875304,고소하고 향긋한 깻잎들깨볶음,"깻잎, 대파, 다진마늘 1T, 국간장 1T, 참기름 1T, 들깨가루 2T, 깨",120,6,4,8
https://www.10000recipe.com/recipe/7025912,토마토 달걀볶음/방울토마토,"달걀 2개, 방울토마토 5~6개, 다진파 1/2T, 다진마늘 1/3T, 간장 1/3T, 식용유 1T, 소금 1/2꼬집, 후추 조금",234,9,12,17
https://www.10000recipe.com/recipe/6918934,갈릭마요새우 간단히 만들어 먹는 술안주!,"새우 1공기, 다진마늘 1큰술, 마요네즈 4큰술, 설탕 1큰술, 버터 1/2큰술, 후추 약간, 소금 약간, 파슬리가루 약간",540,8,28,44
https://www.10000recipe.com/recipe/7014484,NO밀가루! 감자치즈호떡 아이들 간식으로 딱 좋아요.,"감자 3-4개, 피자치즈 1종이컵, 마요네즈 1숟가락, 설탕 1/2숟가락, 소금 1/2숟가락, 전분가루 1숟가락, 버터 약간",1200,100,40,70
https://www.10000recipe.com/recipe/7026723,마요네즈 스팸계란볶음밥 레시피,"공기밥 2T, 계란 2알, 식용유 2T, 스팸 150g, 마요네즈 2T, 간장 2T, 통깨 1T",1430,92,53,96
https://www.10000recipe.com/recipe/6877253,비엔나 만두 강정,"만두교자만두/물만두 교자만두/물만두, 비엔나소세지 작은거 1봉, 물 1T, 간장 1T, 고추장 2T, 케찹 2T, 올리고당 1.5T, 다진마늘 1t, 참기름 약간, 깨 약간",1120,74,40,75
https://www.10000recipe.com/recipe/7042351,아삭한 콩나물무침!,"콩나물 300~400g, 대파 조금, 데칠때 생강술맛술 맛술, 고추가루 1큰술, 다진마늘 1작은술, 맛소금가는소금 가는소금, 참기름 1큰술, 통깨 조금",320,45,15,10
https://www.10000recipe.com/recipe/6885909,【간단반찬】꽈리고추 햄볶음 만들기~,"꽈리고추 20개, 햄 140g, 양파 1/2개, 진간장 2T, 굴소스 1/2T, 마늘 3쪽, 올리고당 2T, 식용유 1T, 참기름 1T",1035,58,31,77
https://www.10000recipe.com/recipe/6966445,파프리카달걀볶음:초간단 저탄고지 다이어트 단백질식사,"파프리카 1개, 달걀 3개, 양파, 현미유 조금, 소금 조금, 후추 조금, 파슬리가루",387,18,19,28
https://www.10000recipe.com/recipe/7036790,류수영 어묵국수 만들기 참치액으로 끝!,"사각어묵 4장, 대파 1대, 소면 200g, 물 1L, 참치액 3큰술, 후추 10바퀴",1120,200,60,10
https://www.10000recipe.com/recipe/6946282,깐풍기맛 나는 깐풍두부!,"두부 1모, 대파, 청양고추 2개, 물 2T, 굴소스 2T, 식초 2T, 고춧가루 1T, 다진마늘 1T, 설탕 1T, 진간장 1T",320,29,23,12
https://www.10000recipe.com/recipe/6991245,참치양파볶음 (초간단 초스피드 반찬 레시피),"참치캔 150g, 양파 1/2개, 대파 1/3대, 청양고추 1개, 통깨 약간, 식용유 1T, 고춧가루 1T, 설탕 0.5T, 진간장 1T",415.5,16.9,31.6,25.6
https://www.10000recipe.com/recipe/7002301,고소하고 짭짤한 초간단 명란버터우동,"우동면 1인분, 명란젓 1개, 쪽파 1줄, 버터 1조각, 달걀 1개, 김가루 약간, 쯔유 1숟가락",650kcal,70g,25g,30g
https://www.10000recipe.com/recipe/6897374,꿀마늘 닭강정(아이들 단골메뉴 찜♡♡),"닭봉500그램 500그램, 파프리카 조금, 간장 2숟가락, 설탕 2숟가락, 꿀 3숟가락, 마늘 15개, 후추가루 조금",1650,108,108,90
https://www.10000recipe.com/recipe/6952025,무볶음 만들기,"무 1/2쪽, 대파 약간, 들기름 3스푼, 맛소금 1t, 마늘 1스푼, 깨 1스푼",150,7,2,12
https://www.10000recipe.com/recipe/7002427,돼지고기감자조림 밥통이 거덜날 수 있어요,"감자 3개, 돼지고기 앞다리살 250g, 양파 1/2개, 청양고추 3개, 대파 1/2대, 다진마늘 1큰술, 참치액젓 1큰술, 진간장 1.5큰술, 설탕 1.5큰술, 맛술 2큰술, 고춧가루 1큰술, 고추장 1큰술",1395.5,94.6,94.3,70.1
https://www.10000recipe.com/recipe/6846168,초간단 럭셔리요리@ 매콤참치퀘사디아,"또띠아 2장, 참치캔 1개, 치즈 취향껏, 양파 0.5개, 청양고추 1개, 토마토소스 4T",780,70,40,35
https://www.10000recipe.com/recipe/6894755,만물상에 소개된 불 없이 5분만에 만든 오징어채 황금 레시피!,"진미채크게 크게, 고추장 1T, 고추가루 1T, 간장 1T, 다진마늘 1T, 깨 1T, 참기름 1T, 올리고당 2T, 마요네즈 0.5T, 물 2T",315,17,6,24
https://www.10000recipe.com/recipe/2399193,매콤하게 즐기는 새우당면 덮밥,"불린 당면150g 정도 150g 정도, 새우 20마리, 양파 1/2개, 대파 1/2대, 다진마늘 1큰술, 고추기름 1큰술, 참기름 1큰술, 멸치다시마물 1/2컵, 설탕 1/2큰술, 고추장 1큰술, 굴소스 1큰술, 맛술 2큰술, 후추 약간",1035,123,64,33
https://www.10000recipe.com/recipe/6990828,"5분 컷 세상 간단한 달걀요리, 우유달걀카레","달걀 2개, 우유 2숟가락, 마늘 4개, 양파 1/4개, 버터 1조각, 물 1.5종이컵, 카레가루 3숟가락, 소금 약간",632,31,29,44
https://www.10000recipe.com/recipe/7027008,고추장 대신 된장소스 곁들인 감칠맛 가득 부추비빔밥,"부추 50g, 참치85g 85g, 달걀 1개, 밥 1공기, 된장15g 15g, 식초5g 5g, 다진마늘5g 5g, 청양고추 1/3개, 들기름7g 7g, 매실청6g 6g",482.5,45.9,31.6,17.9
https://www.10000recipe.com/recipe/6989041,대파 싫어하는 아이들도 잘 먹는 대파 냉파스타 만들어 보세요.,"대파 2대, 푸실리면 100g, 간장 2숟가락, 올리브오일 1숟가락, 참기름 0.5숟가락, 올리고당 1숟가락, 식초 1숟가락, 다진 마늘 0.5숟가락",380,47,6,19
https://www.10000recipe.com/recipe/7027794,입맛 없는 여름에 딱 좋은 한 끼! 오이고추 비빔밥,"오이고추 3개, 참치작은캔 작은캔, 김가루 약간, 통깨 약간, 된장 1T, 들기름 2t, 다진마늘 1t, 매실청 1t, 식초 1t",315,13,29,17
https://www.10000recipe.com/recipe/6996297,고구마떡 고구마씨를 말릴 수 있는 위험한 레시피,"고구마 1개, 설탕 5큰술, 감자전분 3큰술, 모짜렐라치즈 적당량, 식용유 3큰술",1165,144,16,61
https://www.10000recipe.com/recipe/7023517,알배추샐러드 젓갈 없이 가볍게 드세요 정말 맛있어요~ ‼️,"알배추 300g, 오이 1/2개, 홍고추 1개, 물 2큰술, 진간장 2큰술, 식초 1.5큰술, 설탕 1큰술, 고춧가루 1큰술, 올리브유 1큰술",215.5,19.9,5.6,13.1
https://www.10000recipe.com/recipe/7032267,계란 참치전 만드는법 간단한 밥반찬 야채 참치전 레시피,"참치150g 150g, 계란 2개, 양파 1/2, 대파흰부분 10cm 흰부분 10cm, 당근 1/3, 팽이버섯150g 150g, 소금, 후추 소량, 전분가루 2T",570,29,47,28
https://www.10000recipe.com/recipe/6910706,재료도 방법도 초간단! 떠먹는 치즈감자,"감자 2개, 베이컨 4줄, 모짜렐라 치즈 1주먹, 우유 2T, 후추 1꼬집",1025,68,58,63
https://www.10000recipe.com/recipe/6891606,백종원의 부추 달걀 볶음,"부추 1줌, 달걀 4개, 식용유 2큰술, 밥 2공기, 굴소스 1큰술, 참기름 1큰술",1234,116,45,60
https://www.10000recipe.com/recipe/6924130,쉽고간단한 시금치양파계란볶음!,"시금치 1줌, 양파 1/2개, 계란 3개, 소금 1작은술, 올리브유 2큰술, 통깨 조금",460,15,25,35
https://www.10000recipe.com/recipe/6895591,쫄깃하고 맛있는 두부볶음 레시피!다이어트 요리로도 좋아요,"부침용 두부 1모, 다진마늘 1T, 고추장깍아서 깍아서, 간장 1T, 굴소스 1/2T, 올리고당 2T, 참기름 1T, 깨 1T",380,18,24,24
https://www.10000recipe.com/recipe/7030846,칼라 방울 토마토 바질 매실청 마리네이드,"칼라 방울토마토 400g, 바질 10g, 레몬 1/2개, 매실청 200ml, 물 150ml, 올리브오일 50ml, 레몬즙 4큰술",1030,94,7,72
https://www.10000recipe.com/recipe/6918383,달콤한 양파속에 꼭꼭 숨은 닭가슴살,"닭가슴살 50g, 달걀 3개, 양파 2개, 각종자투리 야채 100g, 소금 약간",380,18,53,10
https://www.10000recipe.com/recipe/6988775,오이무침 (5분이면 완성하는 반찬레시피),"오이 1개, 쪽파 6대, 고춧가루 2T, 멸치액젓 2T, 매실청 1.5T, 다진 마늘 1T, 통깨 1T",109,17.6,4.6,2.9
https://www.10000recipe.com/recipe/7040553,[매콤감자조림] 간단하고 매콤한 감자 요리 레시피 | 신혼밥상,"감자 큰 거 2개, 양파 1/2개, 파 1/4개, 고춧가루 1T, 다진마늘 1T, 올리고당 2T, 간장 2T, 맛술 1T, 들기름 1T, 고추장 2T, 참치액젓 1T, 물 400ml",1024,148,27,35
https://www.10000recipe.com/recipe/6869489,매콤버섯덮밥~한그릇,"느타리버섯 80g, 양파 60g, 대파 1대, 밥 1공기, 참깨 약간, 간장 1.5숟가락, 물 3숟가락, 고추가루 2숟가락, 참기름 1/2숟가락, 설탕 2/3숟가락",345,63.5,10.7,5.9
https://www.10000recipe.com/recipe/6869017,【반전의맛】스팸 양배추 덮밥 만들기~,"양배추 2주먹, 양파 1/2개, 대파 10cm, 스팸 100g, 땡초 2개, 다진마늘 1/2T, 간장 2T, 굴소스 1T, 참기름 1T, 설탕 1/2T, 후추 2번, 물 5T",420,38,18,22
https://www.10000recipe.com/recipe/6959420,톡 쏘는 맛이 매력인 새콤달콤 닭고기 냉채 : 더워서 입맛 없을 때 무조건 이 메뉴!,"닭고기 100g, 양배추채 1줌, 파프리카 1개, 연겨자 1/2밥숟갈, 간장 1밥숟갈, 물 1밥숟갈, 식초 1밥숟갈, 매실청 1밥숟갈, 꿀 1밥숟갈, 다진마늘 1/2밥숟갈, 통깨 1밥숟갈",273,15,27,11
https://www.10000recipe.com/recipe/6881099,완전맛있는 차돌박이찜! 미소된장마요소스도 함께~,"차돌박이 10장, 깻잎 5장, 팽이버섯 1묶음, 숙주나물 1주먹, 미소된장 1큰숟갈, 마요네즈 1숟갈, 올리고당 1숟갈, 다진마늘 0.5숟갈, 고춧가루 0.3숟갈, 청양고추다진것 다진것, 물 2숟갈",320,15,25,18
https://www.10000recipe.com/recipe/7035279,감칠맛 가득 밥반찬 애호박 새우마요 볶음,"새우 300g, 애호박 1개, 올리브유 2T, 참기름 2T, 맛술 1T, 간장 1T, 마요네즈 3T, 와사비 1t, 후추 약간, 쪽파 약간",1050,23,68,78
https://www.10000recipe.com/recipe/6834258,초간단 연두부반찬,"연두부, 다진파, 다진청양고추, 다진마늘, 간장 1~2스푼, 고춧가루 조금, 깨소금 조금, 참기름",250kcal,10g,20g,15g
https://www.10000recipe.com/recipe/6988709,차가워도 맛있는 추억의 급식달걀찜,"달걀 7개, 당근 1/4개, 양파 1/4개, 쪽파 4대, 참치액 1숟가락, 맛술 1숟가락, 소금 1/4숟가락, 통깨 1/2숟가락, 물 200ml",1045,31,86,64
https://www.10000recipe.com/recipe/6939980,쫄깃 매콤한 백종원 느타리 두루치기,"느타리버섯 300g, 양파 1/2개, 애호박 1/4개, 고추 1개, 대파 1개, 고추장 1T, 고춧가루 1T, 간장 3T, 설탕 1.5T, 다진 마늘 1스푼, 참기름 1스푼",420,63,15,12
https://www.10000recipe.com/recipe/6984643,콜레스테롤 수치를 낮춰주는 초간단 양파 간장 볶음 만드는 법,"양파 2개, 대파 1/2대, 간장 1.5큰술, 식용유 1큰술, 통깨 조금",155,12,3,11
https://www.10000recipe.com/recipe/6892209,볶아 먹는 시금치도 맛있다♪ 시금치달걀볶음,"시금치 1/2단, 달걀 3알, 기름 2-3T, 다진파 1줌, 소금 3꼬집",540,10,30,42
https://www.10000recipe.com/recipe/6868389,치킨너겟으로 간편하게 간장치킨 만들기,"치킨너겟 20개, 견과류아몬드or땅콩 / 생략 가능 아몬드or땅콩 / 생략 가능, 진간장 3밥수저, 설탕 2밥수저, 올리고당 3밥수저, 다진 마늘 1밥수저, 매실액 1밥수저, 맛술 2밥수저, 물 3밥수저",2500,150,100,120
https://www.10000recipe.com/recipe/6881815,칠리새우ㅣ쉬림프 박스 만들기,"칵테일 새우 1종이컵, 다진마늘 1스푼, 버터 1조각, 식용유 2스푼, 케찹 2스푼, 고추가루 1스푼, 설탕 1스푼, 간장 1스푼, 식초 1스푼, 물 약간",380,15,20,25
https://www.10000recipe.com/recipe/7020587,휘리릭 볶아 완성하는 감자볶음 만들기,"감자 2, 스팸 100g, 당근 소량, 양파 소량, 다진마늘 1큰술, 식용유, 참기름, 깨소금",1025,68,27,73
https://www.10000recipe.com/recipe/7039682,[가지양념구이] 간단하지만 맛있는 황금레시피 | 신혼밥상,"가지 2개, 물 60ml, 밀가루 2T, 진간장 2T, 식초 1T, 다진마늘 1/2T, 꿀 2T, 물 3T, 청양고추 조금",315,68,7,1
https://www.10000recipe.com/recipe/6887226,저칼로리 된장 참치 양배추롤 만들기 w. 한길식품,"양배추 6장, 참치 1캔, 양파 1/4개, 애호박 1/4개, 버섯 조금, 쪽파 조금, 된장 1t, 고추장 1t, 다진마늘 1t, 물 1/2컵",315,23,33,9
https://www.10000recipe.com/recipe/6922700,새우 부추전ㅣ집들이용으로도 손색 없는!,"칵테일 새우 20마리, 부추 1/5단, 부침가루 5큰술, 청양고추 2~3개, 물 1/2종이컵, 소금 1/2작은술",1020,155,70,15
https://www.10000recipe.com/recipe/1802633,베이컨떡꼬치,"떡볶이떡, 베이컨, 소금, 블랙페이퍼(흑후추)",1200,240,40,20
https://www.10000recipe.com/recipe/7042698,가지볶음 황금레시피 굴소스 없이 간장가지볶음 만들기,"가지 2개, 대파 2숟가락, 양파소 소, 식용유 2숟가락, 참기름 0.5숟가락, 통깨 1숟가락, 진간장 3숟가락, 맛술 2숟가락, 다진마늘 1숟가락, 올리고당 1숟가락",420,38,6,28
https://www.10000recipe.com/recipe/6969794,♥[신혼밥상] 소시지양배추덮밥,"양배추 1/4통, 후랑크 소시지 3~4개, 대파 1대, 달걀 3개, 후춧가루 적당히, 올리브유 적당히, 참기름 1티스푼, 통깨 적당히, 밥 2인분, 굴소스 1숟가락, 진간장 2큰술, 설탕 1숟가락, 맛술 2큰술",1660kcal,132g,64g,96g
https://www.10000recipe.com/recipe/6948513,"달콤 짭짤 고소, 입맛을 사로 잡는 '베이컨 덮밥'","베이컨 3줄, 밥 1공기, 양파 1/3개, 계란 노른자 1개, 간장 1t, 설탕 1t, 맛술 1t, 굴소스 1/2t, 다진마늘 1/2t, 후추 톡톡",605,47,21,35
https://www.10000recipe.com/recipe/7038405,순살 생선으로 만드는 덮밥 /생선간장조림 덮밥 전분 소스,"순살 대구 400g, 소금 조금, 감자전분 2큰술, 다진마늘 0.5큰술, 설탕 0.5큰술, 진간장 2큰술, 물 3큰술, 맛술 2큰술, 꿀 1바퀴, 식용유 적당량",1040,47,88,52
https://www.10000recipe.com/recipe/6952286,손님 초대용으로도 좋은 유산슬느낌 청경채부추새우덮밥,"청경채 4뿌리, 부추 1줌, 새우 12마리, 버섯 1~2줌, 양파 1/2개, 다진마늘 1T, 청양고추 2개, 식용유 3T, 굴소스 1T, 간장 1T, 참기름 1T, 소금선택 선택, 후추 조금, 전분가루 1T, 물 250ml",620,31,38,39
https://www.10000recipe.com/recipe/7035901,백종원 오삼불고기 만드는 법 오징어삼겹살볶음 밥반찬 술안주 손님초대요리 feat. 오징어 삼겹살,"손질오징어 1마리, 삼겹살250g 250g, 양파 1/2개, 통마늘 10개, 대파 1/3개, 청양고추 1개, 홍고추생략가능 생략가능, 맛술 3T, 진간장 3T, 고춧가루 2.5T, 황설탕 1.5T, 다진 마늘 1/2T, 고추장 1/2T, 참기름 1T, 통깨 1/2T",2150,58.5,157.5,144.5
https://www.10000recipe.com/recipe/6930302,고소하고 상큼한 일본식 오이토마토무침,"오이 1개, 완숙토마토 1개, 꽃소금 약간, 설탕 2작은술, 깨소금 2큰술, 현미식초 2작은술, 양조간장 1큰술, 참기름 1작은술",94,14,2,4
https://www.10000recipe.com/recipe/6965981,계란 당면만두 아이들 반찬으로 좋아요,"계란 3개, 당면 1줌, 당근 조금, 양파 조금, 쪽파 조금, 청양고추 2개, 간장 1숟가락, 설탕 1숟가락, 참기름 0.5숟가락",620,45,27,37
https://www.10000recipe.com/recipe/6955413,메추리알은 곤약 하고 졸여야~ 맛있어용~ 쫀득쫀득 곤약이 일품~,"메추리알 300g, 곤약 300g, 당근 50g, 건표고 5g, 대파 40g, 물 300cc, 간장 120cc, 미림 120cc, 설탕 7스푼, 물 1L, 굵은소금 1스푼",1230,214,68,10
https://www.10000recipe.com/recipe/7042604,맛있는데 칼로리도 적은 [컵누들 마라샹궈] 만들기,"컵누들 마라탕 2개, 대패삼겹살 2인분, 버섯 2인분, 청경채 2개, 숙주 2인분, 고수 조금, 굴소스 2스푼, 고춧가루 3스푼",1850kcal,45g,120g,130g
https://www.10000recipe.com/recipe/6886357,초간단 아이반찬 오징어간장조림 아이밑반찬으로 좋아요,"1마리, 1개, 간장 3T, 맛술 0.5T, 다진마늘 1t, 생강가루 1번, 설탕 0.5T, 올리고당 1T, 참기름 1t, 통깨 톡톡, 물 6T, 후추 톡톡",0,0,0,0
https://www.10000recipe.com/recipe/6956954,"[다이어트요리] 에어프라이어에 맛있게 구운 ""닭가슴살꼬치""♪","생 닭가슴살 300g, 양파 70g, 파프리카 빨강 35g, 파프리카 노랑 35g, 파프리카 초록 35g, 허브솔트, 식용유 약간",540,19,75,18
https://www.10000recipe.com/recipe/6894323,고기처럼 쫄깃한 밥도둑 반찬 '새송이버섯 간장버터구이'레시피,"새송이버섯 3송이, 청양고추 1개, 대파 1/2대, 버터 1T, 간장 5T, 올리고당 2T, 다진마늘 1T, 참기름 1T, 물 2T",315,23,8,21
https://www.10000recipe.com/recipe/6885805,초간단 머그컵 퐁당 오 쇼콜라*.*,"초콜렛다크 추천 다크 추천, 설탕 3스푼, 카놀라유올리브유 빼고 올리브유 빼고, 계란 1개, 밀가루아무거나 아무거나, 핫초코가루 2스푼",1045,123,21,54
https://www.10000recipe.com/recipe/6980995,무기징역 고추장삼겹살 레시피,"고춧가루 2스푼, 고추장 2스푼, 맛술 2스푼, 설탕 2스푼, 다진마늘 2스푼, 진간장 3스푼, 깨 적당량, 양파 1/2개, 대파 1/2줄, 청양고추 3개, 삼겹살 600g",4560,92,276,348
https://www.10000recipe.com/recipe/7004853,순두부장 만들기,"순두부 2봉, 양조간장 130g, 생수 130g, 매실청 1T, 설탕 1T, 다진파 1줌, 마늘 2톨, 고추가루 2T, 참기름 1T, 통깨 1T",1020,97,64,42
https://www.10000recipe.com/recipe/6847470,담백한 새우연두부달걀탕,"연두부 1팩, 새우 10-12마리, 달걀 1개, 송송 썬 쪽파 1-2줌, 다시마5cm x 5cm 5cm x 5cm, 간장 1-1.5T",620,15,70,30
https://www.10000recipe.com/recipe/7023485,고추장 냉이무침 입안에 봄이 가득 맛있는 냉이요리 냉이손질법 냉이나물,"냉이 100g, 대파 1/4개, 소금 1/2큰술, 범일 고추장 1/2큰술, 간장 1/2큰술, 매실액 1/2큰술, 식초 1/2큰술, 다진마늘 1작은술, 참기름 1큰술, 통깨 1/2큰술",82.5,8.6,3.1,4.1
https://www.10000recipe.com/recipe/7020548,표고버섯꽈리고추볶음 장담합니다 앉은자리에서 뚝딱 사라지는 밑반찬,"표고버섯 200g, 꽈리고추 90g, 홍고추 1개, 양파 1/4개, 진간장 2큰술, 참치액 1/2큰술, 맛술 2큰술, 물엿 2큰술, 다진마늘 1큰술, 후추 톡톡",315,38,20,8
https://www.10000recipe.com/recipe/6916408,♥[신혼밥상] 10분 반찬! 메추리알조림,"메추리알 270g, 스팸 1/2캔, 청양고추 1~2개, 올리고당 1바퀴, 다진마늘 1커피스푼, 참기름 1스푼, 통깨 적당히, 간장 6스푼, 설탕 1.5스푼, 맛술 2스푼, 물 1종이컵",1230,64,74,77
https://www.10000recipe.com/recipe/7004080,부추무침 부추겉절이 밑반찬,"부추 100g, 액젓 1.5큰술, 올리고당 1/2큰술, 고춧가루 3큰술, 양파 130g, 국간장 1큰술, 매실액 1큰술, 깨 1큰술, 들기름 약간, 다진마늘 1큰술",235.5,23.6,5.9,13.4
https://www.10000recipe.com/recipe/6994439,두부조림보다 부드러운 매콤 순두부 요리,"순두부 1봉, 표고버섯 2개, 양파 1/2개, 대파 1/2대, 청양고추 1개, 참기름 1숟가락, 통깨 약간, 물 1종이컵, 고추장 2숟가락, 고춧가루 1숟가락, 간장 2숟가락, 맛술 1숟가락, 설탕 1/2숟가락, 다진마늘 1/2숟가락",540,38,33,28
https://www.10000recipe.com/recipe/6912739,아이반찬-얼갈이들깨무침,"얼갈이 300g, 소금 1/2큰술, 다진파 1큰술, 들깨가루 2큰술, 다진마늘 1/2큰술, 소금 1작은술, 들기름 1큰술",180,10,10,12
https://www.10000recipe.com/recipe/6932918,치킨너겟으로 만든 순살간장치킨 내 최애반찬♥,"치킨 너겟 1봉, 설탕 2큰술, 맛술 2큰술, 매실액 1큰술, 올리고당 3큰술, 간장 3큰술, 다진마늘 1큰술, 물 3큰술",1200,144,72,36
https://www.10000recipe.com/recipe/6922190,치킨 스테이크 만들기ㅣ굽네가 부럽지 않은ㅣ,"닭다리살 400g, 쯔유 2T, 소금 1/2t, 올리고당 2T, 다진마늘 2T, 통후추 1t, 올리브유 2T",1040,16,104,60
https://www.10000recipe.com/recipe/7013057,몽글몽글 부드러운 순두부 계란국 끓이는법,"순두부 350g, 계란 2개, 대파 1/2대, 양파 1/2개, 물 1L, 국간장 2스푼, 멸치 액젓 2스푼, 다진 마늘 1스푼, 참기름 약간, 후추 약간",1035,58,74,57
https://www.10000recipe.com/recipe/6899265,해물찜처럼 맛있는 백종원 소시지콩나물찜,"콩나물 1봉, 비엔나소시지 1봉, 대파 1대, 양파 1/2개, 믈 1종이컵, 고추장 2T, 고추가루 2T, 간장 4T, 설탕 1T, 간마늘 1T, 참기름 1T",1430,116,64,82
https://www.10000recipe.com/recipe/6886034,쫀득쫀득 일본식 감자떡 '이모모찌' 만들기,"감자 3개, 감자 전분 2스푼, 소금 1꼬집, 간장 1스푼, 올리고당 1스푼, 맛술 1스푼, 물 1스푼, 버터 1조각, 치즈 약간",780,120,15,25
https://www.10000recipe.com/recipe/6980900,오징어 간장조림 간단하지만 맛있다,"오징어 1마리, 꽈리고추 4~5개, 식용유 1T, 물 1/2소주잔, 통깨 약간, 식초 1T, 진간장 1T, 국간장 1/2T, 설탕 1/2T, 올리고당 1T, 다진마늘 1T, 참기름 1/3T, 후추 약간",345,15,30,18
https://www.10000recipe.com/recipe/7033699,맑은 콩나물국 끓이는법/ 간단 콩나물국 레시피,"콩나물 150g, 대파 15g, 홍고추12g 12g, 다진마늘 1큰술, 까나리액젓 1.5큰술, 참치액 1.5큰술, 동전육수 2개, 물 1.2리터",215.4,29.1,17.1,2.7
https://www.10000recipe.com/recipe/7043561,시금치 계란죽/든든한 한끼,"즉석밥작 작, 시금치 1줌, 쪽파 2줄, 계란 1개, 참기름, 깨, 소금 약간",450kcal,45g,20g,20g
https://www.10000recipe.com/recipe/6952146,"쉽고 맛있는 ""돼지고기 짜글이"" 만들기","돼지고기앞다리살 400g, 감자 3개, 양파 1개, 당근 1/3개, 애호박 1개, 청양고추 3개, 고추장 3스푼, 다진 마늘 1스푼, 설탕 2스푼, 진간장 1스푼, 소금 0.5스푼, 고춧가루 2스푼, 식용유 3스푼",2480,156,160,140
https://www.10000recipe.com/recipe/6898497,팽이버섯 베이컨 볶음,"팽이버섯 1줌, 베이컨 2줄, 대파 1/4대, 식용유 약간, 버터 1조각, 굴소스 1큰술",315,6,12,27
https://www.10000recipe.com/recipe/6969724,일본가정식 이모모찌 (감자떡),"감자 4개, 전분 2~3T, 우유 2T, 식용유 1T, 간장 2T, 설탕 2T, 미림 2T",1160,229,16,21
https://www.10000recipe.com/recipe/6871953,【스팸감자볶음만들기】,"감자중간사이즈 중간사이즈, 스팸 200g, 양파 1/2개, 진간장 2T, 물엿 2T, 물 3~4T, 식용유 1T, 참기름 1T",1165,92,27,78
https://www.10000recipe.com/recipe/6930961,양배추 참치덮밥 /Cabbage tuna bowl of rice,"참치캔 100g, 양배추 170g, 양파 1/2개, 대파 1대, 식용유 2Ts, 쌀밥 180g, 고춧가루 1Ts, 고추장 1Ts, 올리고당 1Ts, 굴소스 1Ts",715.6,97.6,31.9,22.6
