url,title,ingredients,칼로리,탄수화물,단백질,지방
https://www.10000recipe.com/recipe/7045864,양배추 참치덮밥 레시피 다이어트 양배추덮밥 레시피,"밥 160g, 양배추 65g, 참치캔85g 85g, 당근 8g, 올리브오일 1큰술, 참치액 0.4큰술, 계란 1개, 참기름 1~1.5큰술, 대파고명 고명, 통깨 솔솔솔",540,33.6,33.7,30.5
https://www.10000recipe.com/recipe/7045676,간단하게 즐기는 들깨 브로콜리 무침 만들기,"브로콜리 1/2개, 물 150ml, 들깨가루 3스푼, 올리브오일 2스푼, 소금 1스푼",210,10,8,16
https://www.10000recipe.com/recipe/7045828,"배추의 변신은 무죄! 엄청 맛있는 ""배추말이전"" 만들어보세요!","배추 10장, 올리브오일 0.5T, 들기름 0.5T, 다진 청양고추 1T, 다진마늘 0.5T, 간장 3T, 참기름 1T, 올리고당 2T, 통깨듬뿍 듬뿍",1020,48,20,85
https://www.10000recipe.com/recipe/7045735,애호박 된장국 끓이는 법 국물요리,"감자 2개, 양파 1/2개, 호박 1/2개, 대파 1/2대, 팽이버섯 1봉, 물 1L, 재래된장 2큰술, 집된장 1큰술, 고춧가루 1큰술, 참치액 2큰술",1025,186,53,10
https://www.10000recipe.com/recipe/7045801,꽈리고추소고기볶음,"소고기 불고기용 200g, 꽈리고추 10개, 통깨 약간, 간장 3T, 다진마늘 1T, 미림 1T, 굴소스 1/2T, 물엿 2T, 후추 약간",760,38,60,40
https://www.10000recipe.com/recipe/7044128,새송이버섯으로 만드는 관자구이!,"새송이버섯 4개, 버터 30g, 다진마늘 2스푼, 청양고추 1개, 간장 3스푼, 굴소스 1.5스푼, 물엿 1스푼, 미림 1스푼",292,23,8,19
https://www.10000recipe.com/recipe/7044870,버터 갈릭 굴소스 파스타 초스피드 야식으로도 최고!,"올리브유 5T, 마늘편마늘 다진마늘 편마늘 다진마늘, 파스타 1인분, 굴소스 1.5T, 간장 1.5T, 버터 1조각, 페퍼론치노, 치킨스톡 1T, 후추, 치즈뿌려먹을 뿌려먹을",1234,78,32,85
https://www.10000recipe.com/recipe/7043236,아보카도두부샐러드,"아보카도 1개, 두부 1모, 쪽파 약간, 깨소금 약간, 진간장 2T, 식초 1T, 알룰로스 1T, 참기름 0.5t",620,23,23,50
https://www.10000recipe.com/recipe/7045536,<맛도 건강도 챙기는> 초간단 양배추 닭가슴살 덮밥,"양배추 1/4개, 닭가슴살 100g, 다진마늘 1T, 양파 1/2개, 달걀 1개, 밥 1/2공기, 진간장 1T, 참치액 1t, 올리브유 1T, 굴소스 1T, 알룰로스올리고당 대체 가능 올리고당 대체 가능, 파슬리가루 1t",415,31,38,15
https://www.10000recipe.com/recipe/7033948,햄 감자채볶음 만드는법,"감자큰것 큰것, 스팸 80g, 양파 1/4개, 당근 30g, 마늘 1작은술, 소금 1작은술, 후추 약간, 통깨 1줌, 참기름 1큰술",540,45,20,30
https://www.10000recipe.com/recipe/7045747,"제철요리, 시원하고 깔끔한 무우국 끓이기","무우600~700g 600~700g, 물 1000ml, 건다시마5×5cm 5×5cm, 다진마늘 1T, 고추가루 1T, 천일염 1T, 대파 조금",350,80,10,1
https://www.10000recipe.com/recipe/7022775,시금치무침 (시금치데치는 방법 시금치나물요리 나물반찬 반찬레시피),"시금치 300g, 소금 1스푼, 물 넉넉히, 다진 마늘 1스푼, 참치액 1.5스푼, 참기름 1스푼, 깨소금 1스푼, 소금 0.5스푼",315,6.5,26.5,20.5
https://www.10000recipe.com/recipe/7035751,아삭한 콩나물무침 레시피/ 하얀 콩나물무침 만들기,"콩나물 205g, 대파 1큰술, 다진마늘 0.3큰술, 참치액 0.5큰술, 맛소금 0.2작은술, 참기름 1큰술, 통깨넉넉하게 넉넉하게",215,15,18,9
https://www.10000recipe.com/recipe/7029407,"즉석,오이 부추 무침(백종원양념)","오이 1개, 부추 1줌, 양파 1/4개, 매운 고추선택 선택, 고추장 1큰술, 고춧가루 1큰술, 간장 1큰술, 식초 1큰술, 참기름 1큰술, 설탕 1큰술, 올리고당 1큰술, 다진마늘 0.5큰술, 통깨 톡톡",150,20,5,7
https://www.10000recipe.com/recipe/7029097,여름반찬 아삭오이고추 만능된장무침 레시피,"오이고추 3개, 된장 1t, 고춧가루 1/2t, 통깨 약간, 올리고당 1t, 참기름 1t",38,5,2,2
https://www.10000recipe.com/recipe/7025833,매운빨간콩나물무침 레시피 매일반찬,"콩나물 300g, 대파 1/2대, 고추가루 1.5T, 맛소금 1/3T, 멸치액젓 1T, 국간장 1T, 참기름 1T, 통깨",315,33,17,13
https://www.10000recipe.com/recipe/7033609,애호박 새우젓 볶음,"애호박 2개, 양파 1개, 다진마늘 1Ts, 새우젓 1/2Ts, 국간장 2Ts, 소금 1꼬집, 들기름 2Ts, 물 50ml",215,18,5,14
https://www.10000recipe.com/recipe/7045230,참치마요 무스비 만들기 참치마요김밥,"김밥김 3장, 식용유 넉넉히, 밥 3인분, 가는소금 0.5작은술, 깨소금 1큰술, 참기름 1바퀴, 캔참치 135g, 마요네즈 2큰술, 후추 톡톡, 계란 4개, 소금 4꼬집, 후추 톡톡",2530,186,97,160
https://www.10000recipe.com/recipe/7023640,"향긋한 취나물 간단하게 쌈장으로 무쳐도 맛있어요, 취나물쌈장무침","취나물 150g, 통깨 1숟가락, 소금 1/2숟가락, 대파 1/3대, 쌈장 2숟가락, 다진마늘 1/2숟가락, 다진대파 2숟가락, 설탕 1/2숟가락, 참치액젓 1/2숟가락, 들기름 1/2숟가락",180,10,8,12
https://www.10000recipe.com/recipe/7018228,베이컨감자채볶음,"감자 3개, 당근 1/4개, 베이컨 1팩, 대파 넉넉히, 통깨 1스푼, 소금 약간",1025,97,33,60
https://www.10000recipe.com/recipe/6984517,도시락 반찬으로 최고! 스팸감자조림♡,"감자 2개, 스팸 200g, 진간장 4스푼, 설탕 4스푼, 후추 조금, 올리고당 1스푼, 다진마늘 1스푼, 물 120ml",1340,169,47,54
https://www.10000recipe.com/recipe/7044771,양념게장/9:6:2:2:1 외우세요/ 친정엄마도 엄지척 외쳐주는 양념게장,"냉동꽃게 1kg, 대파흰뿌리 1/2뿌리, 물 150ml, 식초 4스푼, 간장자판기종이컵 반컵 90ml 자판기종이컵 반컵 90ml, 고추가루 9스푼, 설탕 6스푼, 식초 2스푼, 다진마늘 2스푼, 다진생강 1스푼",1740,180,120,60
https://www.10000recipe.com/recipe/7044761,영양만점 참치 양파볶음 황금레시피,"참치캔 1개, 양파 1개, 후추 약간, 통깨 약간, 설탕 1꼬집, 소금 1/2t",280,15,30,10
https://www.10000recipe.com/recipe/6989690,아이반찬 양파소세지볶음 레시피 양파요리 초스피드반찬,"양파 1/2개, 비엔나소세지 300g, 굴소스 0.5T, 올리고당 1T, 참기름 1T, 통깨",1135.5,38.5,53.5,87.5
https://www.10000recipe.com/recipe/7009944,오이고추된장무침 (사계절 먹기좋은 밑반찬 고추무침 5분 레시피),"오이고추 7개, 된장 1스푼, 고추장 0.5스푼, 참기름 1스푼, 올리고당 0.5스푼, 통깨 1스푼",105,10,4,6
https://www.10000recipe.com/recipe/7044276,무설탕 알록달록 파프리카 간장 피클,"파프리카 3개, 아삭이고추 10개, 양파 1개, 물 600ml, 간장 200ml, 설탕 혹은 알룰로스 설탕 200ml, 식초 200ml",1080,240,20,0
https://www.10000recipe.com/recipe/7005830,도토리묵김무침 레시피 아이반찬,"도토리묵 1/2모, 조미김 1봉, 진간장 1T, 설탕 0.5T, 참기름 1T, 통깨, 다진대파 1T",320,23,12,20
https://www.10000recipe.com/recipe/7037835,소시지 채소 볶음,"비엔나 소시지 135g, 마늘 10알, 양파 1/2개, 파프리카노란 빨강 노란 빨강, 대파흰 부분 흰 부분, 굴소스 1스푼, 참기름 1스푼, 후추 약간, 소금 1~2꼬집, 통깨 1/2스푼, 식용유 2스푼",1015.5,23.9,38.6,86.7
https://www.10000recipe.com/recipe/7040598,[메추리알장조림] 홍두깨살이 들어간 장조림 레시피 | 신혼밥상,"소고기 홍두깨살 400g, 메추리알 500g, 물 800ml, 통마늘다진마늘 듬뿍 1T 대체 가능 다진마늘 듬뿍 1T 대체 가능, 대파 1/2개, 간장 100ml, 맛술 30ml, 설탕 1+1/2T, 물엿 1T",3150,144,292,155
https://www.10000recipe.com/recipe/7017809,시금치 계란 볶음 레시피 다이어트 반찬,"시금치 150g, 계란 4개, 버터 20g, 다진 마늘 1T, 소금 약간, 올리브유 1T, 소금 1꼬집",614,6,33,51
https://www.10000recipe.com/recipe/6993517,새송이버섯버터굴소스볶음 간단반찬,"미니새송이버섯 1팩, 버터 20g, 굴소스 1T, 진간장 0.5T, 통깨 약간",150kcal,5g,3g,12g
https://www.10000recipe.com/recipe/7003487,청경채 된장 무침으로,"청경채 150g, 쪽파 2개, 된장또는 쌈장 또는 쌈장, 간마늘 1/2스푼, 고춧가루 1/2스푼, 설탕 1/3스푼, 매실액 1스푼, 들기름 1스푼, 통깨 1/2스푼",215.5,17.9,6.1,14.1
https://www.10000recipe.com/recipe/7032079,감자꽈리고추조림 밥통 거덜내는 무시무시한 저녁반찬,"감자 3~4개, 꽈리고추작은거 작은거, 다진마늘 1큰술, 고추장 1큰술, 된장 1작은술, 고춧가루 1큰술, 설탕 1큰술, 진간장 2큰술, 맛술 1큰술, 참기름 1작은술, 올리고당 1큰술",1025,191,29,15
https://www.10000recipe.com/recipe/7030132,대패 제육볶음 레시피 대패삼겹살 돼지 대패 두루치기,"대패삼겹살 700g, 대파 1/2대, 양파 1개, 설탕 1큰술, 올리고당 2큰술, 참기름 2큰술, 통깨 1큰술, 후추 조금, 고춧가루 3큰술, 고추장 2큰술, 진간장 5큰술, 다진마늘 1큰술, 매실액 1큰술, 맛술 2큰술",4130,68,224,336
https://www.10000recipe.com/recipe/7029194,감자 계란국 끓이는 법 계란 감자국 간단한 맑은 국 요리,"감자 1개, 계란 1개, 양파 1/4개, 대파 약간, 물 700ml, 코인육수 1개, 다진마늘 0.5T, 국간장 0.5T, 소금 0.3T, 후추 약간",420,50,20,15
https://www.10000recipe.com/recipe/7013562,새송이버섯볶음 간장버섯조림 어린이 밑반찬,"새송이버섯 1봉지, 대파 1/4대, 식용유 3큰술, 진간장 3.5큰술, 올리고당 2큰술, 다진마늘 1/2큰술, 참기름 1큰술, 깨소금 1/2큰술, 식용유 3큰술",1025,38,15,91
https://www.10000recipe.com/recipe/7028655,참기름 스팸김치볶음 레시피,"김치 1/4포기, 스팸 200g, 식용유 2T, 고춧가루 1T, 간장 1T, 설탕 1T, 올리고당 1T, 참기름 2T, 통깨 1T",1160,38,47,93
https://www.10000recipe.com/recipe/7007585,베이컨감자채볶음,"감자 2개, 베이컨 1팩, 대파 약간, 통깨 1스푼, 소금 약간, 양파 1개",1025,108,38,53
https://www.10000recipe.com/recipe/7044413,상추 겉절이 상추 무침,"상추 150g, 양조간장 2스푼, 식초 2스푼, 설탕 1스푼, 고추가루 1스푼, 참기름 1스푼, 다진마늘 1스푼, 참깨 1스푼",165,10,5,11
https://www.10000recipe.com/recipe/7030095,매운 어묵볶음 어묵 요리 맛있게 만들기,"어묵 200g, 대파 1/2대, 마늘 1T, 알룰로스 1T, 물 3~4T, 고춧가루 1.5T, 간장 1.5T",320,29,24,10
https://www.10000recipe.com/recipe/6991123,"고소한 맛이 좋은 밑반찬, 애호박버섯볶음 만들기(새우젓없이 만들기)","느타리버섯 400g, 애호박 2개, 식용유 3T, 다진마늘 1T, 소금 0.5T, 참기름 0.5T, 후춧가루 조금",1020,48,16,86
https://www.10000recipe.com/recipe/7004229,[참치쌈장] 입맛없을때 밥도둑이요!,"참치 1캔, 양파 1개, 청양고추 3개, 기름 1T, 물 1/2컵, 된장 3T, 고추장 2T, 고춧가루 1/2T, 다진마늘 1T, 올리고당 1T, 매실엑기스 2/3T, 참기름 1/2T, 깨 1",614,31,41,38
https://www.10000recipe.com/recipe/7042532,삼겹살 제육볶음,"삼겹살 300g, 마늘 3쪽, 양파 1/2개, 파 1/2대, 설탕 2T, 고춧가루 2T, 간장 2T, 멸치액젓 2T, 식초 1T",1740,68,123,114
https://www.10000recipe.com/recipe/7037873,얼갈이무침 이렇게 만들면 정말 맛있어요 얼갈이들깨무침 레시피,"얼갈이손질전 무게 손질전 무게, 다진마늘 2/3T, 국간장 1T, 갈은깨 1.5T, 들기름 1.5T, 고운 들깨가루 3T, 고운소금소금은 기호에 맞게 조절 소금은 기호에 맞게 조절",420,12,12,36
https://www.10000recipe.com/recipe/7004418,참나물 된장무침 만들기,"참나물 130g, 고추장 1/3스푼, 다진 마늘 1/2스푼, 된장 1/2스푼, 참기름 2스푼, 깨 조금",180,8,6,15
https://www.10000recipe.com/recipe/6995956,생일상으로 딱 <하트맛살전> : 사랑하는 마음을 담아서 짜란,"맛살 10개, 계란 2개, 참치캔 1개, 청양고추 2개, 양파 1/4개, 소금 1꼬집, 후추 1꼬집",540,12,52,30
https://www.10000recipe.com/recipe/6983042,쪽파계란말이 만들기-딸에게#,"계란 4개, 미림 1/2t, 참치액 1/2t, 쪽파 10줄기, 기름 적당량",320,3,28,21
https://www.10000recipe.com/recipe/6992063,"내 인생 레시피,친정 엄마표 “파채무침”","잔파 12대, 양파 1개, 식초 4큰술, 간장 2큰술, 설탕 2큰술, 고춧가루 6큰술, 참기름 4큰술, 통깨 2큰술",1120,94,18,76
https://www.10000recipe.com/recipe/6957003,단짠단짠 마성의 베이컨덮밥♡,"베이컨 6장, 양파 1/2개, 진간장 1스푼, 설탕 1스푼, 맛술 1스푼, 다진마늘 1스푼, 굴소스 1/2스푼",1020,27,45,80
https://www.10000recipe.com/recipe/6933414,#최애반찬#소세지강정,"비엔나 소세지 30개, 양파 1개, 캐첩 5큰술, 간장 1스푼, 설탕 1스푼, 식초 1스푼, 굴소스 1스푼, 올리고당 1스푼",3150,180,150,210
https://www.10000recipe.com/recipe/7030325,도토리묵무침,"도토리묵 1팩, 대파 약간, 참기름 1스푼, 조미김 3장, 통깨 1스푼, 소금 약간, 후춧가루 약간",300kcal,20g,15g,20g
https://www.10000recipe.com/recipe/7036904,우삼겹 콩나물 불고기,"우삼겹 300g, 콩나물 400g, 고추장 4T, 진간장 3T, 맛술 3T, 설탕 3T, 간마늘 3T, 다시다 1T, 후추 톡톡 2꼬집",2380,144,156,132
https://www.10000recipe.com/recipe/6994258,[밑반찬] 10분 밑반찬 딱딱하지않고 부드러운 오징어채,"오징어채 300g, 소주또는 맛술 또는 맛술, 마요네즈 1큰술, 식용유 2큰술, 다진마늘 1/2큰술, 고추장 1큰술, 고추가루 1/2큰술, 간장 1큰술, 올리고당 1큰술, 설탕 1큰술, 마요네즈 1큰술, 참기름 1/2큰술, 깨 1/2큰술",1020,23,57,80
https://www.10000recipe.com/recipe/7011685,베이컨 떡말이 어린이 간식 간단 술안주,"떡볶이떡 20개, 베이컨 10줄, 파슬리 조금, 머스타드 조금",3200,640,100,60
https://www.10000recipe.com/recipe/7039745,카레 부추 볶음밥,"밥 600g, 카레가루 4스푼, 버터 30g, 올리브유 6스푼, 부추 150g, 마늘 1스푼, 통깨 약간, 달걀 3개, 식용유 2스푼",3150,297,63,195
https://www.10000recipe.com/recipe/7035098,새콤달콤 무생채 레시피 아삭한 무생채 만드는 법,"무 600g, 고춧가루 3큰술, 식초 3큰술, 설탕 2.5큰술, 까나리액젓 2큰술, 다진마늘 1큰술, 다진대파 4큰술, 소금 1작은술, 깨 적당량",420,78,15,6
https://www.10000recipe.com/recipe/7001752,아이 반찬 콩나물 & 크래미 무침 - 아이들 콩나물과 친해져요.,"콩나물 300g, 크래미 140g, 대파 조금, 소금 1/2수저, 들기름 1수저, 깨소금 1수저",540,33,45,27
https://www.10000recipe.com/recipe/7020127,베이컨 반찬 베이컨숙주볶음 레시피,"베이컨 100g, 숙주 3줌, 청양고추 1개, 대파 1/2대, 식용유 약간, 통깨 약간, 쪽파 송송, 간장 0.5T, 맛술 1T, 굴소스 1T, 다진 마늘 0.5T, 올리고당 0.5T",540,17,23,42
https://www.10000recipe.com/recipe/7045765,"4.봄 곰취 장아찌(ft.면역력 올리기,계절음식)(2025.2.24)","잎넓은 곰취 15장, 홍고추 2개, 청양고추 2개, 정종 2스푼, 다시마우린물 1.5컵, 진간장또는 맛간장 또는 맛간장, 사탕수수 원당 2스푼, 매실액 1/2컵, 환만식초 1/2컵",320,74,5,1
https://www.10000recipe.com/recipe/7042590,시금치 오일 파스타 레시피,"시금치 1/3단, 새우중 중, 방울토마토 1줌, 통마늘 1줌, 파스타면500원 동전 크기 500원 동전 크기, 소금 1T, 후추 톡톡톡, 참치액 1.5T, 올리브유 넉넉히",650,70,25,30
https://www.10000recipe.com/recipe/7018178,유아반찬~굴소스어묵소세지볶음!,"납작 어묵 4~5장, 프랑크소세지 4~5개, 대파 1/2개, 올리브유 2~3큰술, 다진마늘 1작은술, 굴소스 1큰술, 올리고당 2큰술, 참기름 조금, 통깨 조금",1120,38,52,85
https://www.10000recipe.com/recipe/7030722,가지나물,"가지 3개, 마늘 1/2스푼, 쪽파 3줄기, 깨소금 2스푼, 국간장 2스푼, 참기름 1스푼, 소금 2꼬집",210,30,6,8
https://www.10000recipe.com/recipe/6912734,버섯으로 관자 느낌 내는 방법! 새송이버섯간장버터구이 만들기,"새송이버섯 2개, 버터 30g, 어린잎채소, 간장 1T, 맛술 1T, 올리고당 1/2T",186,13,4,13
https://www.10000recipe.com/recipe/7038084,견과류 품은 멸치볶음; 잔멸치 볶음 손이 가요 손이가~,"잔멸치 200g, 아몬드 70g, 호두 70g, 진간장 2t, 올리브오일 3t, 올리고당 3t, 설탕 1t, 맛술 2t, 마요네즈 1t, 통깨 1t",1740,53,94,135
https://www.10000recipe.com/recipe/7003451,"간단하게 만드는 밥도둑, 팽이버섯두부조림","두부 1모, 팽이버섯 1봉, 대파 15cm, 간장 3숟가락, 맛술 1숟가락, 다진 마늘 1숟가락, 올리고당 2숟가락, 고춧가루 2숟가락, 후추 약간",540,50,40,20
https://www.10000recipe.com/recipe/7014762,[공모전] 뜨끈한 국물요리 소고기미역국,"소고기 국거리용 300g, 미역 4인분, 참기름 2스푼, 소금 약간, 국간장 1스푼",1050,23,84,69
https://www.10000recipe.com/recipe/7042638,버섯계란누룽지죽,"누룽지 140g, 물 500ml, 팽이버섯 1봉지, 계란 2개, 대파 1/2대, 다시마멸치 액젓 2큰술, 연두 2큰술, 참기름 2큰술, 깨 조금",1025,94,53,50
https://www.10000recipe.com/recipe/6984423,간단하고 맛있게 대파소시지달걀볶음밥 만들기,"대파 1/2개, 소시지 14개, 달걀 1개, 밥 1공기, 진간장 1숟갈, 굴소스 1숟갈, 소금 톡톡, 후추 톡톡, 참기름 1숟갈",1025,77,41,63
https://www.10000recipe.com/recipe/7018922,"크래미에 깻잎을 말아 구운 향긋한 전요리, 크래미깻잎전","크래미 1팩, 깻잎 6장, 달걀 2개, 부침가루 3숟가락, 소금 약간, 식용유 약간",1020,97,47,50
https://www.10000recipe.com/recipe/6981985,다이어트 식단 브로콜리 두부무침 만드는 법,"브로콜리 1송이, 두부 1/2모, 다진마늘 1작은술, 간장 1큰술, 멸치액젓 1큰술, 참기름 1큰술, 깨소금 조금, 밀가루 1큰술, 소금 1작은술, 식초 1큰술",315,23,24,16
https://www.10000recipe.com/recipe/7006705,알배추 두부참치롤 도리돌돌 말면 한입컷,"알배추 1/4, 두부 1/2모, 참치 1/2캔, 계란 2개, 소금 톡톡, 후추 톡톡",460,10,45,26
https://www.10000recipe.com/recipe/7007710,두부소보로덮밥 고소해서 자꾸 먹고 싶어지는 맛,"두부 1/2모, 대파 1/3, 진간장 2스푼, 굴소스 1스푼, 올리고당 1스푼, 계란노른자, 들기름 1스푼, 깨소금 1꼬집",420,12,25,30
https://www.10000recipe.com/recipe/7007197,구운 참치 간장 주먹밥 레시피 / 아이들 입맛 저격! 자취생도 해먹기 좋은 초간단 주먹밥,"햇반 1개 210g, 참치 1/2캔, 간장 1.5T, 참기름 1T, 깨 약간, 후추 약간",540,53,31,22
https://www.10000recipe.com/recipe/7040785,[스팸마요덮밥] 업그레이드 비법소스로 간단히 만드는 한끼식사 | 신혼밥상,"스팸200g 200g, 계란 4개, 김가루 조금, 마요네즈 조금, 케첩 1+1/2T, 맛술 1+1/2T, 물엿 1+1/2T, 물 1+1/2T, 진간장 1/3T, 굴소스 1/3T",1230,33.5,86.5,84.5
https://www.10000recipe.com/recipe/7045621,초간단 참치 비빔밥,"참치캔 1캔, 상추 5장, 파로밥파로 30% 파로 30%, 볶음 고추장 1T, 참기름 1T, 달걀 1개",540,10,38,38
https://www.10000recipe.com/recipe/7044793,"라면스프를 이용한 간단한 해장레시피,누룽지라죽","누룽지 200g, 계란 1알, 라면스프 1개, 물 200g, 참기름 1T",620,50,20,35
https://www.10000recipe.com/recipe/7002422,우삼겹콩나물국 레시피,"우삼겹 250g, 콩나물 200g, 대파 약간, 고춧가루 2스푼, 맛술 1스푼, 국간장 2스푼, 액젓 1.5스푼, 다진마늘 1스푼",1050,32,68,75
https://www.10000recipe.com/recipe/6933760,♥[신혼밥상] 팽이버섯 덮밥,"팽이버섯 1봉, 대파 1줌, 양파 1/2개, 달걀 1개, 참기름 약간, 통깨 적당히, 간장 2숟가락, 굴소스 0.5숟가락, 설탕 0.5숟가락, 맛술 2숟가락, 물 3큰술",315,18,16,20
https://www.10000recipe.com/recipe/7014608,"10분컷, 아보카도 간장와사비 계란밥","밥 1공기 300g, 아보카도 1/2개, 계란 1개, 간장 2T, 와사비 0.5T",676,77,21,34
https://www.10000recipe.com/recipe/6992944,다이어트 식단 표에 넣기 좋은 원팬 양파 볶음밥,"양파 1/2개, 슬라이스 마늘 10개, 밥 1.5공기, 올리브오일 1큰술, 간장 1큰술, 후추 약간, 굴소스 1작은술, 깨 약간, 달걀, 닭가슴살",1050,97,97,33
https://www.10000recipe.com/recipe/6957535,[마늘종볶음]단짠단짠 자꾸만 손이가요~,"건새우 50g, 물 1/4컵, 마늘쫑 300g, 소금 1/3큰술, 설탕 2큰술, 간장 4큰술, 식용유 4큰술, 참기름 2큰술, 물엿 1.5큰술, 통깨 1큰술",1025,38.5,74.3,66.8
https://www.10000recipe.com/recipe/7004960,"밀가루 없이 두부도우로 피자만들기, 두부피자","두부 1모, 토마토소스 6숟가락, 양파 1/4개, 방울토마토 3개, 닭가슴살 1/4개, 모짜렐라 치즈 1/2종이컵",780,32,80,36
https://www.10000recipe.com/recipe/4030952,아삭아삭한 고추된장박이,"풋고추 10개, 된장 2T, 다진 마늘 1/3T, 송송썰은 대파 1T, 참기름 1/2T, 통깨 1/2T, 매실원액 1T, 설탕 1/3T",68.5,10.6,2.1,2.3
https://www.10000recipe.com/recipe/6915088,밥도둑 반찬 고추장 달걀조림 만들기!TV 알토란 레시피,"달걀 10개, 양파 1개, 청양고추 3개, 쪽파또는 대파 또는 대파, 멸치육수 1.5컵, 고추장 2T, 고춧가루 3T, 진간장 4T, 설탕 2T, 물엿 3T, 참기름 2T, 깨 1T, 후추 1ts",1870,123,116,108
https://www.10000recipe.com/recipe/6843136,달콤 짭조름♡ 떡 베이컨 간장조림♡,"베이컨, 대파, 떡, 간장, 참기름, 물엿, 기름",1250,90,35,80
https://www.10000recipe.com/recipe/7022766,명란으로 감칠맛 더한 다이어트 한 끼! 명란오이비빔밥,"명란 1개, 오이 1/2개, 밥 1/2공기, 달걀 1개, 두부 1/3모, 간장 1/2T, 들기름 1/2T",380,38,23,15
https://www.10000recipe.com/recipe/6997077,양배추오믈렛..,"계란 3개, 양배추 1줌, 소금 2꼬집, 모짜렐라치즈 적당량, 카놀라유 적당량, 케찹 적당량",1020,20,68,78
https://www.10000recipe.com/recipe/7011840,간단 콩나물반찬 콩나물요리 매운 콩나물무침 빨간 콩나물무침,"콩나물 250g, 대파 흰부분 1/3개, 물 1컵, 소금 1스푼, 식용유 1스푼, 고춧가루 1스푼, 국간장 0.5스푼, 참기름 1스푼, 깨소금 1스푼, 소금 3티스푼",315,23,10,20
https://www.10000recipe.com/recipe/7009241,매콤오이채무침 레시피 한끼반찬 오이요리,"가시오이 1개, 고춧가루 1T, 국간장 1T, 참기름 1T, 통깨",85,4,2,7
https://www.10000recipe.com/recipe/7042593,애호박전 꽃보다 예쁘게 만드는 레시피,"애호박 2개, 계란 3개, 홍고추 1개, 소금 1/2작은술, 참치액젓 1/2큰술, 부침가루 4큰술, 식용유 3큰술",1165,92,52,68
https://www.10000recipe.com/recipe/7022709,이유식 큐브 이용 소고기 순두부 죽,"밥4배죽 4배죽, 오트밀4배죽 4배죽, 소고기 40g, 순두부 175g, 새송이 30g, 브로콜리 30g, 채수 육수또는 물 또는 물",540,64,38,14
https://www.10000recipe.com/recipe/7044033,우엉조림 우엉채조림 황금레시피,"우엉 400g, 다시마 3조각, 진간장 5큰술, 설탕 1큰술, 물엿 3큰술, 식용유 1큰술, 들기름 2큰술, 통깨 솔솔, 물 200ml",1096,158,16,45
https://www.10000recipe.com/recipe/6907091,초간단 5분반찬!아삭아삭 '고추쌈장무침',"오이고추 6-7개, 쌈장 1T, 고춧가루 1/2T, 올리고당 1T, 참기름 1T, 다진마늘 1/2T, 깨 1T",105,10,2,7
https://www.10000recipe.com/recipe/6962486,[다이어트요리] 새싹 두부 비빔밥 만드는 법,"두부 100g, 새싹채소 50g, 현미밥 2/3공기, 고추장 1큰술, 꿀 1작은술, 다진마늘 1작은술, 참기름 1작은술, 참깨 1작은술, 매실액 1작은술",315,47,12,8
https://www.10000recipe.com/recipe/7017649,다이어트식으로 딱 알배추 두부말이구이,"알배추 7장, 두부 1/4모, 간장 1T, 고추가루 0.5T, 다진마늘 0.5T, 청양고추 0.5T, 설탕 0.5T, 참기름 0.5T",215,15,15,12
https://www.10000recipe.com/recipe/7002329,상큼한 크래미 오이 숙주무침,"숙주 200g, 크래미 3개, 오이 1/2개, 마늘 1/2스푼, 설탕 1.5스푼, 식초 1.5스푼, 소금 2꼬집, 후추, 통깨, 참기름 1/2스푼",320,47,12,10
https://www.10000recipe.com/recipe/7025424,무조림 만들기,"고추장 3밥숟가락, 고춧가루 4밥숟가락, 진간장 4밥숟가락, 국간장 2밥숟가락, 다진마늘 2밥숟가락, 설탕 2밥숟가락, 된장 1티스푼, 멸치육수 4~5종이컵, 무일반사이즈1개 또는 작은사이즈 2개 일반사이즈1개 또는 작은사이즈 2개",0,0,0,0
https://www.10000recipe.com/recipe/7045583,술안주레시피 간단한 안주요리 더덕부추전 부추요리 부추전,"부추 1줌, 더덕 50g, 청양고추 2개, 달걀 2개, 식용유 약간, 튀김가루 1.5컵, 새우가루 1스푼, 멸치액젓 1스푼, 물 약간",1435,186,53,56
https://www.10000recipe.com/recipe/6983882,소떡강정 만드는 법 소떡소떡보다 만들기 쉬운 소떡강정레시피,"비엔나소세지 300g, 떡볶이떡 2줌, 식용유 적당량, 통깨 적당량, 고추장 1T, 간장 1T, 다진마늘 1T, 설탕 2T, 올리고당 2T, 케첩 3T",1740,234,45,75
https://www.10000recipe.com/recipe/7006608,애호박새우살볶음 한끼반찬 초스피드요리,"애호박 1개, 새우살 12마리, 참기름 2T, 다진마늘 1T, 국간장 1T, 통깨",420,18,38,22
https://www.10000recipe.com/recipe/6840157,자취라이프 평범한 단무지도 양념에 무쳐서 맛있게 먹자,"단무지 260g, 대파손가락 길이 손가락 길이, 통깨 1숟가락, 고추가루 1숟가락, 참기름또는 들기름 또는 들기름, 올리고당 1숟가락",156,13.6,2.6,10.2
https://www.10000recipe.com/recipe/7035725,가츠동 대신 비비고 만두로 계란 만두 덮밥 만들기,"만두 3개, 양파 1/2개, 달걀 2개, 간장진간장 양조간장 진간장 양조간장, 미림 1T, 설탕 1t, 멸치액젓 1t, 식용유 1T",1050,74,41,66
